huc12_id,year,pscutot_mgd
020802050603,2009,0.0
020802050603,2010,0.0
020802050603,2011,0.0
020802050603,2012,0.0
020802050603,2013,0.0
020802050603,2014,0.0
020802050603,2015,0.0
020802050603,2016,0.0
020802050603,2017,0.0
020802050603,2018,0.0
020802050603,2019,0.0
020802050603,2020,0.0
020802050604,2009,0.0
020802050604,2010,0.0
020802050604,2011,0.0
020802050604,2012,0.0
020802050604,2013,0.0
020802050604,2014,0.0
020802050604,2015,0.0
020802050604,2016,0.0
020802050604,2017,0.0
020802050604,2018,0.0
020802050604,2019,0.0
020802050604,2020,0.0
020802050605,2009,0.810193795
020802050605,2010,1.230449858
020802050605,2011,1.04550118
020802050605,2012,1.096062874
020802050605,2013,0.982040573
020802050605,2014,1.069389
020802050605,2015,1.045464201
020802050605,2016,1.03029762
020802050605,2017,1.107486496
020802050605,2018,0.971340262
020802050605,2019,1.083554881
020802050605,2020,1.015272348
020802050606,2009,0.178630573
020802050606,2010,0.233503565
020802050606,2011,0.228880497
020802050606,2012,0.240072268
020802050606,2013,0.214074633
020802050606,2014,0.233076925
020802050606,2015,0.224282595
020802050606,2016,0.217637736
020802050606,2017,0.232064286
020802050606,2018,0.202677447
020802050606,2019,0.218319041
020802050606,2020,0.201332197
020802050607,2009,1.303172817
020802050607,2010,1.70349058
020802050607,2011,1.669763669
020802050607,2012,1.751411572
020802050607,2013,1.561749691
020802050607,2014,1.70037809
020802050607,2015,1.636220359
020802050607,2016,1.587743776
020802050607,2017,1.692990533
020802050607,2018,1.478603214
020802050607,2019,1.59271414
020802050607,2020,1.468789141
020802060101,2009,1.979974085
020802060101,2010,2.588196407
020802060101,2011,2.536953465
020802060101,2012,2.66100511
020802060101,2013,2.372842555
020802060101,2014,2.583467449
020802060101,2015,2.485989477
020802060101,2016,2.412336637
020802060101,2017,2.572243173
020802060101,2018,2.246514053
020802060101,2019,2.419888353
020802060101,2020,2.231603052
020802060102,2009,0.926789978
020802060102,2010,1.211864536
020802060102,2011,1.187658083
020802060102,2012,1.245594428
020802060102,2013,1.11070135
020802060102,2014,1.209333619
020802060102,2015,1.16372127
020802060102,2016,1.129347271
020802060102,2017,1.204117918
020802060102,2018,1.051686745
020802060102,2019,1.1329185
020802060102,2020,1.044701275
020802060103,2009,0.632936069
020802060103,2010,0.894451412
020802060103,2011,0.838793051
020802060103,2012,0.855301121
020802060103,2013,0.761509046
020802060103,2014,0.836420897
020802060103,2015,0.807988948
020802060103,2016,0.802530349
020802060103,2017,0.839631833
020802060103,2018,0.742046091
020802060103,2019,0.811427823
020802060103,2020,0.736228589
020802060104,2009,0.0
020802060104,2010,0.0
020802060104,2011,0.0
020802060104,2012,0.0
020802060104,2013,0.0
020802060104,2014,0.0
020802060104,2015,0.0
020802060104,2016,0.0
020802060104,2017,0.0
020802060104,2018,0.0
020802060104,2019,0.0
020802060104,2020,0.0
020802060105,2009,0.0
020802060105,2010,0.0
020802060105,2011,0.0
020802060105,2012,0.0
020802060105,2013,0.0
020802060105,2014,0.0
020802060105,2015,0.0
020802060105,2016,0.0
020802060105,2017,0.0
020802060105,2018,0.0
020802060105,2019,0.0
020802060105,2020,0.0
020802060106,2009,0.0
020802060106,2010,0.0
020802060106,2011,0.0
020802060106,2012,0.0
020802060106,2013,0.0
020802060106,2014,0.0
020802060106,2015,0.0
020802060106,2016,0.0
020802060106,2017,0.0
020802060106,2018,0.0
020802060106,2019,0.0
020802060106,2020,0.0
020802060201,2009,0.146284841
020802060201,2010,0.241231994
020802060201,2011,0.188410476
020802060201,2012,0.194328273
020802060201,2013,0.180206693
020802060201,2014,0.203175117
020802060201,2015,0.192267379
020802060201,2016,0.196523746
020802060201,2017,0.201041765
020802060201,2018,0.178863281
020802060201,2019,0.204115428
020802060201,2020,0.184305932
020802060202,2009,0.0
020802060202,2010,0.0
020802060202,2011,0.0
020802060202,2012,0.0
020802060202,2013,0.0
020802060202,2014,0.0
020802060202,2015,0.0
020802060202,2016,0.0
020802060202,2017,0.0
020802060202,2018,0.0
020802060202,2019,0.0
020802060202,2020,0.0
020802060203,2009,0.0
020802060203,2010,0.0
020802060203,2011,0.0
020802060203,2012,0.0
020802060203,2013,0.0
020802060203,2014,0.0
020802060203,2015,0.0
020802060203,2016,0.0
020802060203,2017,0.0
020802060203,2018,0.0
020802060203,2019,0.0
020802060203,2020,0.0
020802060204,2009,0.0
020802060204,2010,0.0
020802060204,2011,0.0
020802060204,2012,0.0
020802060204,2013,0.0
020802060204,2014,0.0
020802060204,2015,0.0
020802060204,2016,0.0
020802060204,2017,0.0
020802060204,2018,0.0
020802060204,2019,0.0
020802060204,2020,0.0
020802060205,2009,0.0
020802060205,2010,0.0
020802060205,2011,0.0
020802060205,2012,0.0
020802060205,2013,0.0
020802060205,2014,0.0
020802060205,2015,0.0
020802060205,2016,0.0
020802060205,2017,0.0
020802060205,2018,0.0
020802060205,2019,0.0
020802060205,2020,0.0
020802060301,2009,0.0
020802060301,2010,0.0
020802060301,2011,0.0
020802060301,2012,0.0
020802060301,2013,0.0
020802060301,2014,0.0
020802060301,2015,0.0
020802060301,2016,0.0
020802060301,2017,0.0
020802060301,2018,0.0
020802060301,2019,0.0
020802060301,2020,0.0
020802060302,2009,0.0
020802060302,2010,0.0
020802060302,2011,0.0
020802060302,2012,0.0
020802060302,2013,0.0
020802060302,2014,0.0
020802060302,2015,0.0
020802060302,2016,0.0
020802060302,2017,0.0
020802060302,2018,0.0
020802060302,2019,0.0
020802060302,2020,0.0
020802060303,2009,0.005014205
020802060303,2010,0.006071154
020802060303,2011,0.005941167
020802060303,2012,0.005680652
020802060303,2013,0.005007541
020802060303,2014,0.005279931
020802060303,2015,0.003117898
020802060303,2016,0.004901933
020802060303,2017,0.005125118
020802060303,2018,0.004490474
020802060303,2019,0.005492361
020802060303,2020,0.004788711
020802060304,2009,0.010418404
020802060304,2010,0.01261451
020802060304,2011,0.012344426
020802060304,2012,0.011803132
020802060304,2013,0.010404557
020802060304,2014,0.010970523
020802060304,2015,0.006478299
020802060304,2016,0.010185127
020802060304,2017,0.010648856
020802060304,2018,0.009330207
020802060304,2019,0.011411906
020802060304,2020,0.009949877
020802060401,2009,0.484592142
020802060401,2010,0.830840183
020802060401,2011,0.629428119
020802060401,2012,0.659559554
020802060401,2013,0.593515622
020802060401,2014,0.646403696
020802060401,2015,0.640931823
020802060401,2016,0.640149783
020802060401,2017,0.692826862
020802060401,2018,0.609811866
020802060401,2019,0.699779924
020802060401,2020,0.663790494
020802060402,2009,0.291077967
020802060402,2010,0.405211753
020802060402,2011,0.375005939
020802060402,2012,0.39207933
020802060402,2013,0.349686947
020802060402,2014,0.379784626
020802060402,2015,0.365442065
020802060402,2016,0.355557982
020802060402,2017,0.380172882
020802060402,2018,0.333086269
020802060402,2019,0.36396449
020802060402,2020,0.338253033
020802060403,2009,1.378766764
020802060403,2010,1.802306006
020802060403,2011,1.766622677
020802060403,2012,1.85300678
020802060403,2013,1.652343066
020802060403,2014,1.799012967
020802060403,2015,1.7311336
020802060403,2016,1.679845006
020802060403,2017,1.791196876
020802060403,2018,1.56437346
020802060403,2019,1.685103688
020802060403,2020,1.553990096
020802060501,2009,0.969050608
020802060501,2010,1.266730368
020802060501,2011,1.241650744
020802060501,2012,1.302364833
020802060501,2013,1.161330614
020802060501,2014,1.264415893
020802060501,2015,1.216707649
020802060501,2016,1.180660041
020802060501,2017,1.258922442
020802060501,2018,1.099502172
020802060501,2019,1.184356046
020802060501,2020,1.092204343
020802060502,2009,0.001924025
020802060502,2010,0.002515061
020802060502,2011,0.002465266
020802060502,2012,0.002585812
020802060502,2013,0.002305793
020802060502,2014,0.002510466
020802060502,2015,0.002415742
020802060502,2016,0.002344171
020802060502,2017,0.002499559
020802060502,2018,0.002183034
020802060502,2019,0.002351509
020802060502,2020,0.002168544
020802060503,2009,0.065872556
020802060503,2010,0.086107749
020802060503,2011,0.084402927
020802060503,2012,0.088530051
020802060503,2013,0.078943055
020802060503,2014,0.085950419
020802060503,2015,0.082707385
020802060503,2016,0.080256999
020802060503,2017,0.085576994
020802060503,2018,0.074740181
020802060503,2019,0.080508241
020802060503,2020,0.074244101
020802060504,2009,0.0
020802060504,2010,0.0
020802060504,2011,0.0
020802060504,2012,0.0
020802060504,2013,0.0
020802060504,2014,0.0
020802060504,2015,0.0
020802060504,2016,0.0
020802060504,2017,0.0
020802060504,2018,0.0
020802060504,2019,0.0
020802060504,2020,0.0
020802060505,2009,0.0
020802060505,2010,0.0
020802060505,2011,0.0
020802060505,2012,0.0
020802060505,2013,0.0
020802060505,2014,0.0
020802060505,2015,0.0
020802060505,2016,0.0
020802060505,2017,0.0
020802060505,2018,0.0
020802060505,2019,0.0
020802060505,2020,0.0
020802060506,2009,0.0
020802060506,2010,0.0
020802060506,2011,0.0
020802060506,2012,0.0
020802060506,2013,0.0
020802060506,2014,0.0
020802060506,2015,0.0
020802060506,2016,0.0
020802060506,2017,0.0
020802060506,2018,0.0
