0. Maximum Updated Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.0 Updated Date Label (From Pipeline job date),,,,,,,,,,,,,,,
Row Labels,,,,,,,,,,,,,,,
2026-01-02,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.1 General (Recorded Date),,,,,,,,,,,,,,,
LATEST_DATE,LATEST INDEX,,,,,,,,,,,,,,
12/31/25,17,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.2 By Stage,,,,,,,,,,,,,,,
Row Labels,LATEST_DATE,LATEST INDEX,INDEX STAGE,FINAL ROW,,,,,,,,,,,
AZ,31,,,,,,,,,,,,,,
CA,6,,,,,,,,,,,,,,
CO,6,,,,,,,,,,,,,,
FL,2,,,,,,,,,,,,,,
GA,48,,,,,,,,,,,,,,
IA,17,,,,,,,,,,,,,,
ID,1,,,,,,,,,,,,,,
IL,17,,,,,,,,,,,,,,
IN,23,,,,,,,,,,,,,,
KS,1,,,,,,,,,,,,,,
KY,2,,,,,,,,,,,,,,
LA,11,,,,,,,,,,,,,,
MD,12,,,,,,,,,,,,,,
MI,1,,,,,,,,,,,,,,
MN,4,,,,,,,,,,,,,,
MO,6,,,,,,,,,,,,,,
MS,26,,,,,,,,,,,,,,
NC,7,,,,,,,,,,,,,,
ND,2,,,,,,,,,,,,,,
NE,4,,,,,,,,,,,,,,
NJ,2,,,,,,,,,,,,,,
NM,4,,,,,,,,,,,,,,
NV,24,,,,,,,,,,,,,,
NY,3,,,,,,,,,,,,,,
OH,41,,,,,,,,,,,,,,
OK,5,,,,,,,,,,,,,,
OR,8,,,,,,,,,,,,,,
PA,10,,,,,,,,,,,,,,
SC,8,,,,,,,,,,,,,,
TN,2,,,,,,,,,,,,,,
TX,120,,,,,,,,,,,,,,
UT,7,,,,,,,,,,,,,,
VA,134,,,,,,,,,,,,,,
WA,4,,,,,,,,,,,,,,
WI,12,,,,,,,,,,,,,,
WY,5,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
5.3 Map Global Announcement,,,,,,,,,,,,,,,
DATACENTER_STAGE,Announcement,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
STATE_CODE,COUNT,,,,,,,,,,,,,,
AL,33,,,,,,,,,,,,,,
AR,11,,,,,,,,,,,,,,
AZ,126,,,,,,,,,,,,,,
CA,39,,,,,,,,,,,,,,
CO,9,,,,,,,,,,,,,,
CT,33,,,,,,,,,,,,,,
DE,14,,,,,,,,,,,,,,
FL,15,,,,,,,,,,,,,,
GA,257,,,,,,,,,,,,,,
IA,37,,,,,,,,,,,,,,
ID,6,,,,,,,,,,,,,,
IL,136,,,,,,,,,,,,,,
IN,84,,,,,,,,,,,,,,
KS,10,,,,,,,,,,,,,,
KY,26,,,,,,,,,,,,,,
MD,8,,,,,,,,,,,,,,
ME,2,,,,,,,,,,,,,,
MI,13,,,,,,,,,,,,,,
MN,39,,,,,,,,,,,,,,
MO,30,,,,,,,,,,,,,,
MS,15,,,,,,,,,,,,,,
MT,21,,,,,,,,,,,,,,
NC,41,,,,,,,,,,,,,,
ND,10,,,,,,,,,,,,,,
NE,9,,,,,,,,,,,,,,
NJ,10,,,,,,,,,,,,,,
NM,53,,,,,,,,,,,,,,
NV,71,,,,,,,,,,,,,,
NY,4,,,,,,,,,,,,,,
OH,88,,,,,,,,,,,,,,
OK,15,,,,,,,,,,,,,,
OR,13,,,,,,,,,,,,,,
PA,190,,,,,,,,,,,,,,
SC,11,,,,,,,,,,,,,,
SD,2,,,,,,,,,,,,,,
TN,3,,,,,,,,,,,,,,
TX,516,,,,,,,,,,,,,,
UT,108,,,,,,,,,,,,,,
VA,512,,,,,,,,,,,,,,
WA,11,,,,,,,,,,,,,,
WI,37,,,,,,,,,,,,,,
WV,1,,,,,,,,,,,,,,
WY,43,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
5.4. Momentums,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
STATE CODE,(All),,,state_code,(All),,,,,,,,,,
,,,,,,,,,,,,,,,
Row Labels,# Facilities,Total Power Capacity GW,,Row Labels,# Facilities,Total Power Capacity GW,,,,,,,,,
1/31/21,85,3.91 GW,,1/31/21,80,4.33 GW,,,,,,,,,
2/28/21,86,3.92 GW,,2/28/21,85,4.63 GW,,,,,,,,,
3/31/21,89,3.96 GW,,3/31/21,94,4.90 GW,,,,,,,,,
4/30/21,89,3.91 GW,,4/30/21,111,5.64 GW,,,,,,,,,
5/31/21,92,4.02 GW,,5/31/21,114,5.89 GW,,,,,,,,,
6/30/21,89,3.90 GW,,6/30/21,131,6.63 GW,,,,,,,,,
7/31/21,92,4.10 GW,,7/31/21,130,6.58 GW,,,,,,,,,
8/31/21,94,4.01 GW,,8/31/21,142,7.17 GW,,,,,,,,,
9/30/21,98,4.08 GW,,9/30/21,144,7.28 GW,,,,,,,,,
10/31/21,104,4.02 GW,,10/31/21,142,7.43 GW,,,,,,,,,
11/30/21,106,4.16 GW,,11/30/21,143,7.49 GW,,,,,,,,,
12/31/21,107,4.44 GW,,12/31/21,142,7.28 GW,,,,,,,,,
1/31/22,111,4.73 GW,,1/31/22,148,7.92 GW,,,,,,,,,
2/28/22,108,4.69 GW,,2/28/22,151,8.13 GW,,,,,,,,,
3/31/22,112,4.86 GW,,3/31/22,148,8.05 GW,,,,,,,,,
4/30/22,113,4.99 GW,,4/30/22,164,8.88 GW,,,,,,,,,
5/31/22,119,5.77 GW,,5/31/22,175,9.36 GW,,,,,,,,,
6/30/22,124,5.73 GW,,6/30/22,179,9.77 GW,,,,,,,,,
7/31/22,128,6.04 GW,,7/31/22,186,9.88 GW,,,,,,,,,
8/31/22,134,6.24 GW,,8/31/22,183,9.75 GW,,,,,,,,,
9/30/22,135,6.31 GW,,9/30/22,209,11.65 GW,,,,,,,,,
10/31/22,135,6.46 GW,,10/31/22,217,12.16 GW,,,,,,,,,
11/30/22,135,6.53 GW,,11/30/22,232,12.98 GW,,,,,,,,,
12/31/22,135,6.52 GW,,12/31/22,237,13.43 GW,,,,,,,,,
1/31/23,133,6.40 GW,,1/31/23,291,16.63 GW,,,,,,,,,
2/28/23,134,6.44 GW,,2/28/23,294,16.82 GW,,,,,,,,,
3/31/23,133,6.37 GW,,3/31/23,300,17.15 GW,,,,,,,,,
4/30/23,145,7.02 GW,,4/30/23,312,17.76 GW,,,,,,,,,
5/31/23,165,7.90 GW,,5/31/23,315,17.95 GW,,,,,,,,,
6/30/23,166,8.20 GW,,6/30/23,346,20.03 GW,,,,,,,,,
7/31/23,172,8.54 GW,,7/31/23,371,21.36 GW,,,,,,,,,
8/31/23,181,9.35 GW,,8/31/23,385,22.37 GW,,,,,,,,,
9/30/23,185,9.36 GW,,9/30/23,407,23.84 GW,,,,,,,,,
10/31/23,183,9.18 GW,,10/31/23,428,25.12 GW,,,,,,,,,
11/30/23,180,9.24 GW,,11/30/23,448,26.29 GW,,,,,,,,,
12/31/23,183,9.50 GW,,12/31/23,510,30.32 GW,,,,,,,,,
1/31/24,201,10.58 GW,,1/31/24,607,36.49 GW,,,,,,,,,
2/29/24,227,12.26 GW,,2/29/24,614,36.84 GW,,,,,,,,,
3/31/24,238,12.81 GW,,3/31/24,680,40.98 GW,,,,,,,,,
4/30/24,266,14.22 GW,,4/30/24,692,43.05 GW,,,,,,,,,
5/31/24,276,14.82 GW,,5/31/24,786,50.20 GW,,,,,,,,,
6/30/24,290,15.49 GW,,6/30/24,812,53.22 GW,,,,,,,,,
7/31/24,316,16.89 GW,,7/31/24,876,56.71 GW,,,,,,,,,
8/31/24,323,17.43 GW,,8/31/24,914,58.74 GW,,,,,,,,,
9/30/24,339,18.53 GW,,9/30/24,948,60.44 GW,,,,,,,,,
10/31/24,362,19.86 GW,,10/31/24,"1,061",69.94 GW,,,,,,,,,
11/30/24,371,20.74 GW,,11/30/24,"1,147",78.25 GW,,,,,,,,,
12/31/24,395,22.83 GW,,12/31/24,"1,195",80.30 GW,,,,,,,,,
1/31/25,414,24.03 GW,,1/31/25,"1,359",90.03 GW,,,,,,,,,
2/28/25,447,26.10 GW,,2/28/25,"1,452",95.47 GW,,,,,,,,,
3/31/25,464,27.28 GW,,3/31/25,"1,621",109.60 GW,,,,,,,,,
4/30/25,500,29.16 GW,,4/30/25,"1,728",121.77 GW,,,,,,,,,
5/31/25,505,29.55 GW,,5/31/25,"1,880",135.74 GW,,,,,,,,,
6/30/25,553,33.84 GW,,6/30/25,"2,001",151.56 GW,,,,,,,,,
7/31/25,565,35.34 GW,,7/31/25,"2,059",156.83 GW,,,,,,,,,
8/31/25,600,37.97 GW,,8/31/25,"2,162",177.79 GW,,,,,,,,,
9/30/25,620,39.92 GW,,9/30/25,"2,224",181.81 GW,,,,,,,,,
10/31/25,634,41.35 GW,,10/31/25,"2,358",189.17 GW,,,,,,,,,
11/30/25,615,40.40 GW,,11/30/25,"2,511",204.56 GW,,,,,,,,,
Grand Total,"14,101",776.20 GW,,Grand Total,"39,781","2,732.34 GW",,,,,,,,,
