state_abbrev,state_name,year,water_usage_mgal
UT,Utah,2012,6409.981443
UT,Utah,2013,6361.263144
UT,Utah,2014,6166.189926
UT,Utah,2015,6272.894257
UT,Utah,2016,6303.444595
UT,Utah,2017,6241.028796
UT,Utah,2018,6388.390433
UT,Utah,2019,6173.550426
UT,Utah,2020,6485.764837
VA,Virginia,2000,14143.35532
VA,Virginia,2001,14902.01401
VA,Virginia,2002,15123.0102
VA,Virginia,2003,14464.04799
VA,Virginia,2004,14908.11202
VA,Virginia,2005,15289.26749
VA,Virginia,2006,15277.39074
VA,Virginia,2007,16161.18169
VA,Virginia,2008,15291.9297
VA,Virginia,2009,15095.0033
VA,Virginia,2010,15383.14441
VA,Virginia,2011,15257.17268
VA,Virginia,2012,15536.51619
VA,Virginia,2013,15235.33886
VA,Virginia,2014,15463.57347
VA,Virginia,2015,15437.99295
VA,Virginia,2016,15584.0179
VA,Virginia,2017,15992.65033
VA,Virginia,2018,15985.15525
VA,Virginia,2019,15849.94244
VA,Virginia,2020,16021.52572
VT,Vermont,2000,326.3052923
VT,Vermont,2001,350.3723801
VT,Vermont,2002,330.0521115
VT,Vermont,2003,338.9185013
VT,Vermont,2004,331.2448044
VT,Vermont,2005,333.7513498
VT,Vermont,2006,336.0744425
VT,Vermont,2007,331.6326158
VT,Vermont,2008,327.9520286
VT,Vermont,2009,323.4153102
VT,Vermont,2010,332.5321688
VT,Vermont,2011,327.1350658
VT,Vermont,2012,325.4230199
VT,Vermont,2013,323.7217261
VT,Vermont,2014,328.2716097
VT,Vermont,2015,328.8316049
VT,Vermont,2016,332.4203902
VT,Vermont,2017,327.9578509
VT,Vermont,2018,332.9914254
VT,Vermont,2019,324.466358
VT,Vermont,2020,324.8523811
WA,Washington,2000,7661.814585
WA,Washington,2001,7741.513726
WA,Washington,2002,7915.904774
WA,Washington,2003,8154.029834
WA,Washington,2004,8055.609464
WA,Washington,2005,8167.685269
WA,Washington,2006,8546.31824
WA,Washington,2007,8628.079381
WA,Washington,2008,8405.527894
WA,Washington,2009,8209.950263
WA,Washington,2010,8033.281061
WA,Washington,2011,8169.721529
WA,Washington,2012,8216.622676
WA,Washington,2013,8117.628506
WA,Washington,2014,8350.491318
WA,Washington,2015,8309.909132
WA,Washington,2016,8376.610866
WA,Washington,2017,8644.321958
WA,Washington,2018,8669.899931
WA,Washington,2019,8737.951168
WA,Washington,2020,8778.176229
WI,Wisconsin,2000,5834.365123
WI,Wisconsin,2001,5895.366134
WI,Wisconsin,2002,5965.037297
WI,Wisconsin,2003,6011.442751
WI,Wisconsin,2004,5874.098042
WI,Wisconsin,2005,6108.195847
WI,Wisconsin,2006,5846.600427
WI,Wisconsin,2007,5864.10886
WI,Wisconsin,2008,5802.90998
WI,Wisconsin,2009,5757.246336
WI,Wisconsin,2010,5596.478086
WI,Wisconsin,2011,5671.400364
WI,Wisconsin,2012,5920.452506
WI,Wisconsin,2013,5588.02736
WI,Wisconsin,2014,5713.003277
WI,Wisconsin,2015,5558.567854
WI,Wisconsin,2016,5495.002774
WI,Wisconsin,2017,5468.798717
WI,Wisconsin,2018,5513.003
WI,Wisconsin,2019,5458.056426
WI,Wisconsin,2020,5365.865204
WV,West Virginia,2000,1967.85592
WV,West Virginia,2001,1974.938228
WV,West Virginia,2002,1969.995879
WV,West Virginia,2003,1864.494605
WV,West Virginia,2004,1885.165434
WV,West Virginia,2005,1913.450791
WV,West Virginia,2006,1915.299014
WV,West Virginia,2007,1949.764738
WV,West Virginia,2008,1903.332238
WV,West Virginia,2009,1874.967048
WV,West Virginia,2010,1882.367693
WV,West Virginia,2011,1866.159798
WV,West Virginia,2012,1857.620393
WV,West Virginia,2013,1848.541345
WV,West Virginia,2014,1858.663218
WV,West Virginia,2015,1871.92153
WV,West Virginia,2016,1851.97773
WV,West Virginia,2017,1816.798466
WV,West Virginia,2018,1827.676018
WV,West Virginia,2019,1835.991003
WV,West Virginia,2020,1812.928432
WY,Wyoming,2000,965.1799749
WY,Wyoming,2001,970.5356733
WY,Wyoming,2002,981.6099946
WY,Wyoming,2003,995.9118975
WY,Wyoming,2004,993.1677999
WY,Wyoming,2005,1003.189592
WY,Wyoming,2006,1039.765996
WY,Wyoming,2007,1048.263454
WY,Wyoming,2008,1034.875899
WY,Wyoming,2009,1008.198012
WY,Wyoming,2010,1013.347705
WY,Wyoming,2011,1008.991905
WY,Wyoming,2012,1065.497998
WY,Wyoming,2013,1022.268417
WY,Wyoming,2014,1014.06233
WY,Wyoming,2015,1047.04344
WY,Wyoming,2016,1000.468677
WY,Wyoming,2017,1017.122762
WY,Wyoming,2018,1019.400292
WY,Wyoming,2019,987.2421547
WY,Wyoming,2020,1015.223518
