state,year,sector,electricity_usage
FL,1990,Commercial,51342236
FL,1990,Industrial,16604579
FL,1990,Residential,71114670
FL,1991,Commercial,52440505
FL,1991,Industrial,16482264
FL,1991,Residential,72813985
FL,1992,Commercial,52620260
FL,1992,Industrial,16497054
FL,1992,Residential,73188925
FL,1993,Commercial,54875680
FL,1993,Industrial,16297722
FL,1993,Residential,76827417
FL,1994,Commercial,57447392
FL,1994,Industrial,16512738
FL,1994,Residential,80595125
FL,1995,Commercial,60078878
FL,1995,Industrial,16472743
FL,1995,Residential,85769777
FL,1996,Commercial,60988112
FL,1996,Industrial,17212028
FL,1996,Residential,88314752
FL,1997,Commercial,63337075
FL,1997,Industrial,18265804
FL,1997,Residential,87845337
FL,1998,Commercial,67346460
FL,1998,Industrial,18448021
FL,1998,Residential,95768182
FL,1999,Commercial,69054723
FL,1999,Industrial,18579158
FL,1999,Residential,93846127
FL,2000,Commercial,72129914
FL,2000,Industrial,18883859
FL,2000,Residential,99005605
FL,2001,Commercial,73957635
FL,2001,Industrial,19854252
FL,2001,Residential,101377095
FL,2002,Commercial,77561350
FL,2002,Industrial,18959313
FL,2002,Residential,108163825
FL,2003,Commercial,85256748
FL,2003,Industrial,19374815
FL,2003,Residential,112649865
FL,2004,Commercial,86765231
FL,2004,Industrial,19518051
FL,2004,Residential,112203012
FL,2005,Commercial,89410281
FL,2005,Industrial,19676345
FL,2005,Residential,115791459
FL,2006,Commercial,91300017
FL,2006,Industrial,19767806
FL,2006,Residential,117053005
FL,2007,Commercial,93931300
FL,2007,Industrial,19240994
FL,2007,Residential,117816205
FL,2008,Commercial,93205137
FL,2008,Industrial,18944917
FL,2008,Residential,113936978
FL,2009,Commercial,92274655
FL,2009,Industrial,16917941
FL,2009,Residential,115473511
FL,2010,Commercial,91614093
FL,2010,Industrial,17265268
FL,2010,Residential,122244650
FL,2011,Commercial,91778108
FL,2011,Industrial,16885585
FL,2011,Residential,116341105
FL,2012,Commercial,92037801
FL,2012,Industrial,16425581
FL,2012,Residential,112127056
FL,2013,Commercial,92144612
FL,2013,Industrial,16389522
FL,2013,Residential,113293913
FL,2014,Commercial,92925670
FL,2014,Industrial,16522425
FL,2014,Residential,116535263
FL,2015,Commercial,95847051
FL,2015,Industrial,16897415
FL,2015,Residential,122759472
FL,2016,Commercial,95547214
FL,2016,Industrial,16758825
FL,2016,Residential,123320547
FL,2017,Commercial,95003681
FL,2017,Industrial,16601941
FL,2017,Residential,121462622
FL,2018,Commercial,96265276
FL,2018,Industrial,16689129
FL,2018,Residential,125528047
FL,2019,Commercial,96566532
FL,2019,Industrial,16514482
FL,2019,Residential,127181551
FL,2020,Commercial,92493736
FL,2020,Industrial,16572954
FL,2020,Residential,133298869
FL,2021,Commercial,93965070
FL,2021,Industrial,17112564
FL,2021,Residential,130412464
FL,2022,Commercial,96864074
FL,2022,Industrial,17635655
FL,2022,Residential,134245975
FL,2023,Commercial,97255443
FL,2023,Industrial,17808644
FL,2023,Residential,135805022
FL,2024,Commercial,99197472
FL,2024,Industrial,17457348
FL,2024,Residential,138370720
GA,1990,Commercial,22867547
GA,1990,Industrial,26717324
GA,1990,Residential,29932837
GA,1991,Commercial,23240750
GA,1991,Industrial,27193100
GA,1991,Residential,30186631
GA,1992,Commercial,23714684
GA,1992,Industrial,28197008
GA,1992,Residential,30527585
GA,1993,Commercial,25168564
GA,1993,Industrial,29084291
GA,1993,Residential,33866821
GA,1994,Commercial,26161354
GA,1994,Industrial,29942276
GA,1994,Residential,32734558
GA,1995,Commercial,27741054
GA,1995,Industrial,31493470
GA,1995,Residential,35812315
GA,1996,Commercial,29139733
GA,1996,Industrial,33175253
GA,1996,Residential,37762979
GA,1997,Commercial,30199718
GA,1997,Industrial,33957321
GA,1997,Residential,36830702
GA,1998,Commercial,32766468
GA,1998,Industrial,35076513
GA,1998,Residential,41519253
GA,1999,Commercial,34093469
GA,1999,Industrial,35255212
GA,1999,Residential,41766549
GA,2000,Commercial,36950986
GA,2000,Industrial,36085359
GA,2000,Residential,44559990
GA,2001,Commercial,37838787
GA,2001,Industrial,33940715
GA,2001,Residential,44380213
GA,2002,Commercial,38886943
GA,2002,Industrial,34603113
GA,2002,Residential,48599732
GA,2003,Commercial,40554073
GA,2003,Industrial,34768042
GA,2003,Residential,48174230
GA,2004,Commercial,42316393
GA,2004,Industrial,35845569
GA,2004,Residential,51123502
GA,2005,Commercial,44663298
GA,2005,Industrial,34601792
GA,2005,Residential,52826512
GA,2006,Commercial,45546516
GA,2006,Industrial,34588483
GA,2006,Residential,54520612
GA,2007,Commercial,46997248
GA,2007,Industrial,34054020
GA,2007,Residential,56223367
GA,2008,Commercial,46876482
GA,2008,Industrial,32528832
GA,2008,Residential,55586624
GA,2009,Commercial,46080389
GA,2009,Industrial,29348148
GA,2009,Residential,55157559
GA,2010,Commercial,47897477
GA,2010,Industrial,31046909
GA,2010,Residential,61554498
GA,2011,Commercial,46930109
GA,2011,Industrial,31521020
GA,2011,Residential,57749519
GA,2012,Commercial,45937150
GA,2012,Industrial,31224600
GA,2012,Residential,53660167
GA,2013,Commercial,45353153
GA,2013,Industrial,31443424
GA,2013,Residential,53544411
GA,2014,Commercial,46608275
GA,2014,Industrial,31849136
GA,2014,Residential,57167387
GA,2015,Commercial,47151316
GA,2015,Industrial,32134396
GA,2015,Residential,56421650
GA,2016,Commercial,47761768
GA,2016,Industrial,32290121
GA,2016,Residential,57889379
GA,2017,Commercial,46265427
GA,2017,Industrial,32250691
GA,2017,Residential,54771449
GA,2018,Commercial,47311675
GA,2018,Industrial,32695791
GA,2018,Residential,59689106
GA,2019,Commercial,47411823
GA,2019,Industrial,32393384
GA,2019,Residential,59331491
GA,2020,Commercial,44301529
GA,2020,Industrial,30807724
GA,2020,Residential,58220280
GA,2021,Commercial,45777026
GA,2021,Industrial,32758986
GA,2021,Residential,58684962
GA,2022,Commercial,49540774
GA,2022,Industrial,34210498
GA,2022,Residential,61140241
GA,2023,Commercial,51404671
GA,2023,Industrial,32067537
GA,2023,Residential,58412499
GA,2024,Commercial,55172683
GA,2024,Industrial,32616660
GA,2024,Residential,62062953
HI,1990,Commercial,2194416
HI,1990,Industrial,3733752
HI,1990,Residential,2323950
HI,1991,Commercial,2297841
HI,1991,Industrial,3773038
HI,1991,Residential,2395661
HI,1992,Commercial,2356265
HI,1992,Industrial,3811320
HI,1992,Residential,2438376
HI,1993,Commercial,2363224
HI,1993,Industrial,3769876
HI,1993,Residential,2468578
HI,1994,Commercial,2542915
HI,1994,Industrial,3790665
HI,1994,Residential,2556879
HI,1995,Commercial,2721151
HI,1995,Industrial,3802683
HI,1995,Residential,2606284
HI,1996,Commercial,2761274
HI,1996,Industrial,3884280
HI,1996,Residential,2675881
HI,1997,Commercial,2781653
HI,1997,Industrial,3856455
HI,1997,Residential,2668050
HI,1998,Commercial,2776068
HI,1998,Industrial,3787397
HI,1998,Residential,2640645
HI,1999,Commercial,2887393
HI,1999,Industrial,3747690
HI,1999,Residential,2689147
HI,2000,Commercial,3035747
HI,2000,Industrial,3833873
HI,2000,Residential,2764618
HI,2001,Commercial,3129441
HI,2001,Industrial,3789894
HI,2001,Residential,2802470
HI,2002,Commercial,3167933
HI,2002,Industrial,3770401
HI,2002,Residential,2898380
HI,2003,Commercial,3517123
HI,2003,Industrial,3846089
HI,2003,Residential,3027624
HI,2004,Commercial,3632408
HI,2004,Industrial,3936920
HI,2004,Residential,3162192
HI,2005,Commercial,3463147
HI,2005,Industrial,3911698
HI,2005,Residential,3164065
HI,2006,Commercial,3489733
HI,2006,Industrial,3895747
HI,2006,Residential,3182432
HI,2007,Commercial,3520234
HI,2007,Industrial,3864340
HI,2007,Residential,3200725
HI,2008,Commercial,3500753
HI,2008,Industrial,3804289
HI,2008,Residential,3085237
HI,2009,Commercial,3388012
HI,2009,Industrial,3682900
HI,2009,Residential,3055273
HI,2010,Commercial,3354523
HI,2010,Industrial,3672487
HI,2010,Residential,2989499
HI,2011,Commercial,3368131
HI,2011,Industrial,3664779
HI,2011,Residential,2928743
HI,2012,Commercial,3238180
HI,2012,Industrial,3661679
HI,2012,Residential,2739298
HI,2013,Commercial,3271200
HI,2013,Industrial,3623111
HI,2013,Residential,2608853
HI,2014,Commercial,3201898
HI,2014,Industrial,3689784
HI,2014,Residential,2583770
HI,2015,Commercial,3174462
HI,2015,Industrial,3695554
HI,2015,Residential,2641336
HI,2016,Commercial,3111282
HI,2016,Industrial,3722380
HI,2016,Residential,2611727
HI,2017,Commercial,3081632
HI,2017,Industrial,3612890
HI,2017,Residential,2629679
HI,2018,Commercial,3033009
HI,2018,Industrial,3593454
HI,2018,Residential,2710698
HI,2019,Commercial,3057866
HI,2019,Industrial,3635247
HI,2019,Residential,2759774
HI,2020,Commercial,2684301
HI,2020,Industrial,3263346
HI,2020,Residential,2849114
HI,2021,Commercial,2784538
HI,2021,Industrial,3326862
HI,2021,Residential,2825082
HI,2022,Commercial,2837850
HI,2022,Industrial,3452786
HI,2022,Residential,2748479
HI,2023,Commercial,2798995
HI,2023,Industrial,3435096
HI,2023,Residential,2693161
HI,2024,Commercial,2830166
HI,2024,Industrial,3470374
HI,2024,Residential,2651594
IA,1990,Commercial,6727381
IA,1990,Industrial,11392481
IA,1990,Residential,10513101
IA,1991,Commercial,7123125
IA,1991,Industrial,11684144
IA,1991,Residential,11159190
IA,1992,Commercial,7018603
IA,1992,Industrial,12134347
IA,1992,Residential,10290462
IA,1993,Commercial,7268933
IA,1993,Industrial,12465070
IA,1993,Residential,11103104
IA,1994,Commercial,7477060
IA,1994,Industrial,13224138
IA,1994,Residential,11061653
IA,1995,Commercial,7606592
IA,1995,Industrial,13771042
IA,1995,Residential,11639680
IA,1996,Commercial,7338062
IA,1996,Industrial,14788783
IA,1996,Residential,11537222
IA,1997,Commercial,7593666
IA,1997,Industrial,15530878
IA,1997,Residential,11673483
IA,1998,Commercial,8033776
IA,1998,Industrial,16078667
IA,1998,Residential,11855408
IA,1999,Commercial,8268980
IA,1999,Industrial,16499049
IA,1999,Residential,11866839
IA,2000,Commercial,8374842
IA,2000,Industrial,17126797
IA,2000,Residential,12028663
IA,2001,Commercial,8512208
IA,2001,Industrial,16238196
IA,2001,Residential,12429672
IA,2002,Commercial,8803131
IA,2002,Industrial,16547527
IA,2002,Residential,12920571
IA,2003,Commercial,11637018
IA,2003,Industrial,16802715
IA,2003,Residential,12767551
IA,2004,Commercial,10840215
IA,2004,Industrial,17437431
IA,2004,Residential,12625127
IA,2005,Commercial,11271017
IA,2005,Industrial,17915187
IA,2005,Residential,13570604
IA,2006,Commercial,11660321
IA,2006,Industrial,18331369
IA,2006,Residential,13344308
IA,2007,Commercial,12084352
IA,2007,Industrial,19124835
IA,2007,Residential,14060336
IA,2008,Commercial,12177843
IA,2008,Industrial,19237067
IA,2008,Residential,14073160
IA,2009,Commercial,11706306
IA,2009,Industrial,18211476
IA,2009,Residential,13723413
IA,2010,Commercial,12025276
IA,2010,Industrial,18865105
IA,2010,Residential,14554888
IA,2011,Commercial,12087902
IA,2011,Industrial,19240204
IA,2011,Residential,14326771
IA,2012,Commercial,12209804
IA,2012,Industrial,19511683
IA,2012,Residential,13987613
IA,2013,Commercial,12444635
IA,2013,Industrial,19634715
IA,2013,Residential,14625866
IA,2014,Commercial,12339098
IA,2014,Industrial,20436173
IA,2014,Residential,14426582
IA,2015,Commercial,12071781
IA,2015,Industrial,21289184
IA,2015,Residential,13786328
IA,2016,Commercial,12291332
IA,2016,Industrial,22046183
IA,2016,Residential,14093678
IA,2017,Commercial,12135026
IA,2017,Industrial,23065102
IA,2017,Residential,13721869
IA,2018,Commercial,12417671
IA,2018,Industrial,23952635
IA,2018,Residential,14840349
IA,2019,Commercial,12309610
IA,2019,Industrial,24238717
IA,2019,Residential,14494821
IA,2020,Commercial,11605738
IA,2020,Industrial,24466641
IA,2020,Residential,14567483
IA,2021,Commercial,12135097
IA,2021,Industrial,26106417
IA,2021,Residential,14651755
IA,2022,Commercial,12470072
IA,2022,Industrial,26541024
IA,2022,Residential,15192859
IA,2023,Commercial,12600924
IA,2023,Industrial,27217490
IA,2023,Residential,14581845
IA,2024,Commercial,12814989
IA,2024,Industrial,27646583
IA,2024,Residential,14468850
ID,1990,Commercial,4894064
ID,1990,Industrial,7165289
ID,1990,Residential,5626311
ID,1991,Commercial,4865137
ID,1991,Industrial,6908837
ID,1991,Residential,5971037
ID,1992,Commercial,5339622
ID,1992,Industrial,7551048
ID,1992,Residential,5738743
ID,1993,Commercial,4968602
ID,1993,Industrial,7222067
ID,1993,Residential,6245111
ID,1994,Commercial,5637525
ID,1994,Industrial,7646628
ID,1994,Residential,6221886
ID,1995,Commercial,5291053
ID,1995,Industrial,7843133
ID,1995,Residential,6193159
ID,1996,Commercial,5883266
ID,1996,Industrial,9042133
ID,1996,Residential,6507968
ID,1997,Commercial,5969036
ID,1997,Industrial,9480949
ID,1997,Residential,6627929
ID,1998,Commercial,6005016
ID,1998,Industrial,9193308
ID,1998,Residential,6610196
ID,1999,Commercial,6449747
ID,1999,Industrial,9170547
ID,1999,Residential,6806476
ID,2000,Commercial,7067854
ID,2000,Industrial,8407697
ID,2000,Residential,7006491
ID,2001,Commercial,6543349
ID,2001,Industrial,7305412
ID,2001,Residential,6905546
ID,2002,Commercial,6962527
ID,2002,Industrial,6352163
ID,2002,Residential,7055912
ID,2003,Commercial,5466348
ID,2003,Industrial,8662593
ID,2003,Residential,7089744
ID,2004,Commercial,5484015
ID,2004,Industrial,9010730
ID,2004,Residential,7313929
ID,2005,Commercial,5615471
ID,2005,Industrial,8636444
ID,2005,Residential,7600766
ID,2006,Commercial,5813222
ID,2006,Industrial,8891052
ID,2006,Residential,8057475
ID,2007,Commercial,6014562
ID,2007,Industrial,9401191
ID,2007,Residential,8339433
ID,2008,Commercial,6048579
ID,2008,Industrial,9313168
ID,2008,Residential,8539743
ID,2009,Commercial,6005433
ID,2009,Industrial,8194736
ID,2009,Residential,8553610
ID,2010,Commercial,5864885
ID,2010,Industrial,8796047
ID,2010,Residential,8136736
ID,2011,Commercial,5969462
ID,2011,Industrial,8912396
ID,2011,Residential,8389866
ID,2012,Commercial,5978118
ID,2012,Industrial,9574392
ID,2012,Residential,8159349
ID,2013,Commercial,6250297
ID,2013,Industrial,9338497
ID,2013,Residential,8619262
ID,2014,Commercial,6127911
ID,2014,Industrial,8970460
ID,2014,Residential,8134913
ID,2015,Commercial,6263642
ID,2015,Industrial,8740479
ID,2015,Residential,8054693
ID,2016,Commercial,6279129
ID,2016,Industrial,8611810
ID,2016,Residential,8172022
ID,2017,Commercial,6421001
ID,2017,Industrial,8644888
ID,2017,Residential,8727901
ID,2018,Commercial,6436893
ID,2018,Industrial,8889037
ID,2018,Residential,8427578
ID,2019,Commercial,6440943
ID,2019,Industrial,8847489
ID,2019,Residential,8696843
ID,2020,Commercial,6309927
ID,2020,Industrial,9180674
ID,2020,Residential,8970751
ID,2021,Commercial,6600296
ID,2021,Industrial,9384477
ID,2021,Residential,9300843
ID,2022,Commercial,6836725
ID,2022,Industrial,9400753
ID,2022,Residential,9963653
ID,2023,Commercial,6842096
ID,2023,Industrial,9038616
ID,2023,Residential,9793265
ID,2024,Commercial,6963670
ID,2024,Industrial,9573616
ID,2024,Residential,9832269
IL,1990,Commercial,31734447
IL,1990,Industrial,39298519
IL,1990,Residential,32871442
IL,1991,Commercial,33118784
IL,1991,Industrial,39712089
IL,1991,Residential,35963792
IL,1992,Commercial,31456853
IL,1992,Industrial,40898339
IL,1992,Residential,32367011
IL,1993,Commercial,34354863
IL,1993,Industrial,40249440
IL,1993,Residential,35225722
IL,1994,Commercial,35662744
IL,1994,Industrial,41765360
IL,1994,Residential,35705729
IL,1995,Commercial,37217396
IL,1995,Industrial,42250818
IL,1995,Residential,38386140
IL,1996,Commercial,37440776
IL,1996,Industrial,42423260
IL,1996,Residential,37554191
IL,1997,Commercial,38160530
IL,1997,Industrial,42836985
IL,1997,Residential,37264209
IL,1998,Commercial,39792448
IL,1998,Industrial,43377166
IL,1998,Residential,39707057
IL,1999,Commercial,41968404
IL,1999,Industrial,41971768
IL,1999,Residential,39630637
IL,2000,Commercial,43855228
IL,2000,Industrial,40939212
IL,2000,Residential,40146401
IL,2001,Commercial,43135422
IL,2001,Industrial,40779944
IL,2001,Residential,41820005
IL,2002,Commercial,44243823
IL,2002,Industrial,39287515
IL,2002,Residential,45030069
IL,2003,Commercial,49560841
IL,2003,Industrial,43041769
IL,2003,Residential,43161332
IL,2004,Commercial,47358378
IL,2004,Industrial,48008008
IL,2004,Residential,43442533
IL,2005,Commercial,49977266
IL,2005,Industrial,45888261
IL,2005,Residential,48592601
IL,2006,Commercial,50630916
IL,2006,Industrial,44916424
IL,2006,Residential,46381486
IL,2007,Commercial,52043238
IL,2007,Industrial,45430300
IL,2007,Residential,48036261
IL,2008,Commercial,51770479
IL,2008,Industrial,45503189
IL,2008,Residential,46780346
IL,2009,Commercial,50329279
IL,2009,Industrial,41507314
IL,2009,Residential,44324492
IL,2010,Commercial,51437414
IL,2010,Industrial,44180125
IL,2010,Residential,48582984
IL,2011,Commercial,50468038
IL,2011,Industrial,44844111
IL,2011,Residential,47057002
IL,2012,Commercial,50807913
IL,2012,Industrial,45277444
IL,2012,Residential,46901870
IL,2013,Commercial,50472706
IL,2013,Industrial,44386770
IL,2013,Residential,46372234
IL,2014,Commercial,50619480
IL,2014,Industrial,44329683
IL,2014,Residential,46009458
IL,2015,Commercial,50319815
IL,2015,Industrial,43130671
IL,2015,Residential,44645638
IL,2016,Commercial,50910054
IL,2016,Industrial,43631754
IL,2016,Residential,45990052
IL,2017,Commercial,49987885
IL,2017,Industrial,42970694
IL,2017,Residential,43717391
IL,2018,Commercial,50762829
IL,2018,Industrial,44114711
IL,2018,Residential,47225915
IL,2019,Commercial,49278746
IL,2019,Industrial,43250445
IL,2019,Residential,45220258
IL,2020,Commercial,45486577
IL,2020,Industrial,40362204
IL,2020,Residential,46170538
IL,2021,Commercial,46923210
IL,2021,Industrial,41498024
IL,2021,Residential,46813068
IL,2022,Commercial,47119806
IL,2022,Industrial,41817849
IL,2022,Residential,46479195
IL,2023,Commercial,45576290
IL,2023,Industrial,41267424
IL,2023,Residential,43319747
IL,2024,Commercial,45240214
IL,2024,Industrial,42693932
IL,2024,Residential,44850719
IN,1990,Commercial,15501743
IN,1990,Industrial,35743096
IN,1990,Residential,22110951
IN,1991,Commercial,16381408
IN,1991,Industrial,35786821
IN,1991,Residential,24220121
IN,1992,Commercial,16082609
IN,1992,Industrial,37438599
IN,1992,Residential,22837036
IN,1993,Commercial,17015035
IN,1993,Industrial,39415340
IN,1993,Residential,24978467
IN,1994,Commercial,17462431
IN,1994,Industrial,40762764
IN,1994,Residential,25048144
IN,1995,Commercial,18123180
IN,1995,Industrial,41776936
IN,1995,Residential,26560115
IN,1996,Commercial,18291938
IN,1996,Industrial,43203154
IN,1996,Residential,26860496
IN,1997,Commercial,18513773
IN,1997,Industrial,43549837
IN,1997,Residential,26550478
IN,1998,Commercial,19367619
IN,1998,Industrial,44848353
IN,1998,Residential,27334287
IN,1999,Commercial,20160545
IN,1999,Industrial,47230192
IN,1999,Residential,28805508
IN,2000,Commercial,20467905
IN,2000,Industrial,48040239
IN,2000,Residential,28648540
IN,2001,Commercial,25550784
IN,2001,Industrial,42079603
IN,2001,Residential,29419675
IN,2002,Commercial,21790374
IN,2002,Industrial,47481232
IN,2002,Residential,31567900
IN,2003,Commercial,22441376
IN,2003,Industrial,47283820
IN,2003,Residential,30726178
IN,2004,Commercial,22956901
IN,2004,Industrial,48928497
IN,2004,Residential,31192229
IN,2005,Commercial,23958618
IN,2005,Industrial,48944355
IN,2005,Residential,33628670
IN,2006,Commercial,23829999
IN,2006,Industrial,49529872
IN,2006,Residential,32286467
IN,2007,Commercial,24767579
IN,2007,Industrial,49987609
IN,2007,Residential,34646057
IN,2008,Commercial,24569628
IN,2008,Industrial,48411138
IN,2008,Residential,33980411
IN,2009,Commercial,23688605
IN,2009,Industrial,43055162
IN,2009,Residential,32548113
IN,2010,Commercial,24364616
IN,2010,Industrial,46551671
IN,2010,Residential,35058372
IN,2011,Commercial,24111250
IN,2011,Industrial,47774083
IN,2011,Residential,33912098
IN,2012,Commercial,24022068
IN,2012,Industrial,48167545
IN,2012,Residential,32963522
IN,2013,Commercial,24252010
IN,2013,Industrial,47807527
IN,2013,Residential,33406630
IN,2014,Commercial,24129606
IN,2014,Industrial,49088427
IN,2014,Residential,33703965
IN,2015,Commercial,24021689
IN,2015,Industrial,48030120
IN,2015,Residential,32441693
IN,2016,Commercial,24228779
IN,2016,Industrial,46429174
IN,2016,Residential,33025955
IN,2017,Commercial,23656990
IN,2017,Industrial,43737384
IN,2017,Residential,31551558
IN,2018,Commercial,24305199
IN,2018,Industrial,45293322
IN,2018,Residential,34574664
IN,2019,Commercial,23517681
IN,2019,Industrial,45316682
IN,2019,Residential,33249234
IN,2020,Commercial,21996478
IN,2020,Industrial,42262910
IN,2020,Residential,32878355
IN,2021,Commercial,22920929
IN,2021,Industrial,43329491
IN,2021,Residential,33471970
IN,2022,Commercial,23493759
IN,2022,Industrial,42479590
IN,2022,Residential,34058498
IN,2023,Commercial,23016436
IN,2023,Industrial,41228694
IN,2023,Residential,31739243
IN,2024,Commercial,23663900
IN,2024,Industrial,42489190
IN,2024,Residential,33048641
KS,1990,Commercial,9169287
KS,1990,Industrial,8087146
KS,1990,Residential,9514696
KS,1991,Commercial,9551120
KS,1991,Industrial,8283739
KS,1991,Residential,9933309
KS,1992,Commercial,9399895
KS,1992,Industrial,8450500
KS,1992,Residential,8872898
KS,1993,Commercial,9753228
KS,1993,Industrial,8702319
KS,1993,Residential,9986318
KS,1994,Commercial,10110627
KS,1994,Industrial,9001458
KS,1994,Residential,10130537
KS,1995,Commercial,10273412
KS,1995,Industrial,9356007
KS,1995,Residential,10355800
KS,1996,Commercial,11004916
KS,1996,Industrial,9230522
KS,1996,Residential,10672347
KS,1997,Commercial,11424472
KS,1997,Industrial,9364946
KS,1997,Residential,10862127
KS,1998,Commercial,12073058
KS,1998,Industrial,9761952
KS,1998,Residential,11831973
KS,1999,Commercial,11822260
KS,1999,Industrial,10214529
KS,1999,Residential,11347230
KS,2000,Commercial,12511075
KS,2000,Industrial,10222176
KS,2000,Residential,12528341
KS,2001,Commercial,12786614
KS,2001,Industrial,10569144
KS,2001,Residential,12062329
KS,2002,Commercial,13392220
KS,2002,Industrial,10195483
KS,2002,Residential,12745301
KS,2003,Commercial,13751156
KS,2003,Industrial,10381938
KS,2003,Residential,12602296
KS,2004,Commercial,13830551
KS,2004,Industrial,10879390
KS,2004,Residential,12416599
KS,2005,Commercial,14453103
KS,2005,Industrial,11165034
KS,2005,Residential,13406146
KS,2006,Commercial,14786349
KS,2006,Industrial,11462282
KS,2006,Residential,13502671
KS,2007,Commercial,15474067
KS,2007,Industrial,10885414
KS,2007,Residential,13806496
KS,2008,Commercial,15496012
KS,2008,Industrial,10967125
KS,2008,Residential,13501924
KS,2009,Commercial,15006967
KS,2009,Industrial,10087277
KS,2009,Residential,13149100
KS,2010,Commercial,15435825
KS,2010,Industrial,10650764
KS,2010,Residential,14334086
KS,2011,Commercial,15609278
KS,2011,Industrial,10807373
KS,2011,Residential,14343748
KS,2012,Commercial,15455686
KS,2012,Industrial,11041111
KS,2012,Residential,13796679
KS,2013,Commercial,15245028
KS,2013,Industrial,11009366
KS,2013,Residential,13593003
KS,2014,Commercial,15382745
KS,2014,Industrial,11493909
KS,2014,Residential,13684952
KS,2015,Commercial,15380339
KS,2015,Industrial,11227106
KS,2015,Residential,13241682
KS,2016,Commercial,15887392
KS,2016,Industrial,11413547
KS,2016,Residential,13509235
KS,2017,Commercial,15739290
KS,2017,Industrial,11535075
KS,2017,Residential,13013422
KS,2018,Commercial,16168750
KS,2018,Industrial,11681037
KS,2018,Residential,14187192
KS,2019,Commercial,15916325
KS,2019,Industrial,11612642
KS,2019,Residential,13630661
KS,2020,Commercial,14843319
KS,2020,Industrial,11048183
KS,2020,Residential,13592444
KS,2021,Commercial,15356451
KS,2021,Industrial,11365925
KS,2021,Residential,13769410
KS,2022,Commercial,15781384
KS,2022,Industrial,11736159
KS,2022,Residential,14443522
KS,2023,Commercial,15727254
KS,2023,Industrial,11509320
KS,2023,Residential,13815434
KS,2024,Commercial,15790720
KS,2024,Industrial,11627501
KS,2024,Residential,13839989
KY,1990,Commercial,9252216
KY,1990,Industrial,32543259
KY,1990,Residential,16813546
KY,1991,Commercial,9899870
KY,1991,Industrial,32938945
KY,1991,Residential,18644458
KY,1992,Commercial,9575692
KY,1992,Industrial,37083528
KY,1992,Residential,17786738
KY,1993,Commercial,9828936
KY,1993,Industrial,36320037
KY,1993,Residential,19223127
KY,1994,Commercial,10094521
KY,1994,Industrial,40048861
KY,1994,Residential,19480850
KY,1995,Commercial,10524271
KY,1995,Industrial,40490216
KY,1995,Residential,20537145
KY,1996,Commercial,10658512
KY,1996,Industrial,41929526
KY,1996,Residential,21353214
KY,1997,Commercial,12169202
KY,1997,Industrial,40599518
KY,1997,Residential,20998186
KY,1998,Commercial,12728800
KY,1998,Industrial,38259679
KY,1998,Residential,21669405
KY,1999,Commercial,13222392
KY,1999,Industrial,40054223
KY,1999,Residential,22547555
KY,2000,Commercial,13932747
KY,2000,Industrial,37689295
KY,2000,Residential,23374472
KY,2001,Commercial,14337928
KY,2001,Industrial,38676360
KY,2001,Residential,23698316
KY,2002,Commercial,14745178
KY,2002,Industrial,43812377
KY,2002,Residential,25347157
KY,2003,Commercial,17945819
KY,2003,Industrial,42570167
KY,2003,Residential,24703645
KY,2004,Commercial,18443306
KY,2004,Industrial,42891282
KY,2004,Residential,25186568
KY,2005,Commercial,19090657
KY,2005,Industrial,43313700
KY,2005,Residential,26947109
KY,2006,Commercial,18941093
KY,2006,Industrial,43853464
KY,2006,Residential,25948878
KY,2007,Commercial,20034521
KY,2007,Industrial,44365626
KY,2007,Residential,28003953
KY,2008,Commercial,19669000
KY,2008,Industrial,46197773
KY,2008,Residential,27561641
KY,2009,Commercial,18733920
KY,2009,Industrial,43602168
KY,2009,Residential,26560669
KY,2010,Commercial,19410547
KY,2010,Industrial,45022361
KY,2010,Residential,29136518
KY,2011,Commercial,18721081
KY,2011,Industrial,43619424
KY,2011,Residential,27197836
KY,2012,Commercial,18755918
KY,2012,Industrial,44195865
KY,2012,Residential,26096707
KY,2013,Commercial,21004194
KY,2013,Industrial,36971550
KY,2013,Residential,26788098
KY,2014,Commercial,19156540
KY,2014,Industrial,32282616
KY,2014,Residential,27399768
KY,2015,Commercial,19589209
KY,2015,Industrial,30281328
KY,2015,Residential,26168093
KY,2016,Commercial,19981122
KY,2016,Industrial,28234016
KY,2016,Residential,26338437
KY,2017,Commercial,19292518
KY,2017,Industrial,28459287
KY,2017,Residential,24882582
KY,2018,Commercial,19980485
KY,2018,Industrial,28917429
KY,2018,Residential,27712722
KY,2019,Commercial,19611510
KY,2019,Industrial,29160796
KY,2019,Residential,26573076
KY,2020,Commercial,18061357
KY,2020,Industrial,27803946
KY,2020,Residential,25935096
KY,2021,Commercial,18685936
KY,2021,Industrial,29396679
KY,2021,Residential,26434371
KY,2022,Commercial,19674006
KY,2022,Industrial,28824550
KY,2022,Residential,26840186
KY,2023,Commercial,19303242
KY,2023,Industrial,27367071
KY,2023,Residential,24552708
KY,2024,Commercial,20314415
KY,2024,Industrial,28005747
KY,2024,Residential,26085709
LA,1990,Commercial,13814112
LA,1990,Industrial,25861967
LA,1990,Residential,21433523
LA,1991,Commercial,13970340
LA,1991,Industrial,26583900
LA,1991,Residential,21576815
LA,1992,Commercial,13838871
LA,1992,Industrial,27466439
