state,year,sector,electricity_usage
LA,1992,Residential,21187677
LA,1993,Commercial,14398302
LA,1993,Industrial,28439211
LA,1993,Residential,22430246
LA,1994,Commercial,15040773
LA,1994,Industrial,29869646
LA,1994,Residential,22628608
LA,1995,Commercial,15575389
LA,1995,Industrial,30691823
LA,1995,Residential,24116405
LA,1996,Commercial,15919843
LA,1996,Industrial,32544269
LA,1996,Residential,24310803
LA,1997,Commercial,16222309
LA,1997,Industrial,32492666
LA,1997,Residential,24501646
LA,1998,Commercial,17274245
LA,1998,Industrial,30999298
LA,1998,Residential,26708911
LA,1999,Commercial,17581288
LA,1999,Industrial,31483938
LA,1999,Residential,26425618
LA,2000,Commercial,18225348
LA,2000,Industrial,31950419
LA,2000,Residential,27719176
LA,2001,Commercial,17721987
LA,2001,Industrial,28574383
LA,2001,Residential,25800335
LA,2002,Commercial,18685881
LA,2002,Industrial,29661709
LA,2002,Residential,28157092
LA,2003,Commercial,21943667
LA,2003,Industrial,27250507
LA,2003,Residential,28572305
LA,2004,Commercial,22567786
LA,2004,Industrial,28290476
LA,2004,Residential,28862996
LA,2005,Commercial,21692000
LA,2005,Industrial,27031224
LA,2005,Residential,28654171
LA,2006,Commercial,21979446
LA,2006,Industrial,27372926
LA,2006,Residential,28112801
LA,2007,Commercial,22887201
LA,2007,Industrial,27798818
LA,2007,Residential,28877812
LA,2008,Commercial,22940065
LA,2008,Industrial,26932132
LA,2008,Residential,28848402
LA,2009,Commercial,23300521
LA,2009,Industrial,25613203
LA,2009,Residential,29746798
LA,2010,Commercial,24203161
LA,2010,Industrial,28186816
LA,2010,Residential,32678931
LA,2011,Commercial,24280780
LA,2011,Industrial,30058415
LA,2011,Residential,32019040
LA,2012,Commercial,24244733
LA,2012,Industrial,30448836
LA,2012,Residential,30026588
LA,2013,Commercial,24253945
LA,2013,Industrial,30833438
LA,2013,Residential,30709206
LA,2014,Commercial,24492775
LA,2014,Industrial,34723345
LA,2014,Residential,31400683
LA,2015,Commercial,24996178
LA,2015,Industrial,35123169
LA,2015,Residential,31545313
LA,2016,Commercial,24895713
LA,2016,Industrial,35894652
LA,2016,Residential,30650067
LA,2017,Commercial,24500349
LA,2017,Industrial,37160685
LA,2017,Residential,29531960
LA,2018,Commercial,24690904
LA,2018,Industrial,37416715
LA,2018,Residential,32065538
LA,2019,Commercial,24284298
LA,2019,Industrial,37846317
LA,2019,Residential,30986024
LA,2020,Commercial,22398708
LA,2020,Industrial,36276417
LA,2020,Residential,30440746
LA,2021,Commercial,22459648
LA,2021,Industrial,37941990
LA,2021,Residential,30408224
LA,2022,Commercial,23540241
LA,2022,Industrial,40143868
LA,2022,Residential,31444708
LA,2023,Commercial,23743181
LA,2023,Industrial,39874251
LA,2023,Residential,31746570
LA,2024,Commercial,23651891
LA,2024,Industrial,40720072
LA,2024,Residential,30974840
MA,1990,Commercial,18565266
MA,1990,Industrial,10156905
MA,1990,Residential,15581197
MA,1991,Commercial,18516906
MA,1991,Industrial,9793513
MA,1991,Residential,15379421
MA,1992,Commercial,18629489
MA,1992,Industrial,9662902
MA,1992,Residential,15560071
MA,1993,Commercial,18896866
MA,1993,Industrial,9604594
MA,1993,Residential,15785272
MA,1994,Commercial,19371255
MA,1994,Industrial,9710222
MA,1994,Residential,16048966
MA,1995,Commercial,19893756
MA,1995,Industrial,10026006
MA,1995,Residential,15992797
MA,1996,Commercial,20345620
MA,1996,Industrial,10085167
MA,1996,Residential,16255780
MA,1997,Commercial,20833676
MA,1997,Industrial,10148285
MA,1997,Residential,16278236
MA,1998,Commercial,21422373
MA,1998,Industrial,10211977
MA,1998,Residential,16387951
MA,1999,Commercial,21489099
MA,1999,Industrial,9965952
MA,1999,Residential,17392365
MA,2000,Commercial,23033271
MA,2000,Industrial,10533043
MA,2000,Residential,17562307
MA,2001,Commercial,24126800
MA,2001,Industrial,9757211
MA,2001,Residential,17983531
MA,2002,Commercial,24249594
MA,2002,Industrial,10086842
MA,2002,Residential,18694666
MA,2003,Commercial,25647839
MA,2003,Industrial,9984161
MA,2003,Residential,19590791
MA,2004,Commercial,26020124
MA,2004,Industrial,9946998
MA,2004,Residential,19768529
MA,2005,Commercial,26415494
MA,2005,Industrial,9870553
MA,2005,Residential,20539324
MA,2006,Commercial,26236963
MA,2006,Industrial,9602457
MA,2006,Residential,19624430
MA,2007,Commercial,27148237
MA,2007,Industrial,9449995
MA,2007,Residential,20137533
MA,2008,Commercial,26582327
MA,2008,Industrial,9331543
MA,2008,Residential,19638491
MA,2009,Commercial,17774774
MA,2009,Industrial,16754266
MA,2009,Residential,19474647
MA,2010,Commercial,18243198
MA,2010,Industrial,17116157
MA,2010,Residential,21409005
MA,2011,Commercial,17766602
MA,2011,Industrial,16973507
MA,2011,Residential,20472512
MA,2012,Commercial,17722811
MA,2012,Industrial,16927205
MA,2012,Residential,20313469
MA,2013,Commercial,17713103
MA,2013,Industrial,16463343
MA,2013,Residential,20727624
MA,2014,Commercial,26076208
MA,2014,Industrial,7960941
MA,2014,Residential,20071160
MA,2015,Commercial,26200307
MA,2015,Industrial,7892165
MA,2015,Residential,20175317
MA,2016,Commercial,25933809
MA,2016,Industrial,7507380
MA,2016,Residential,19692896
MA,2017,Commercial,25968044
MA,2017,Industrial,6859215
MA,2017,Residential,19337799
MA,2018,Commercial,25952481
MA,2018,Industrial,6699302
MA,2018,Residential,20284674
MA,2019,Commercial,25336834
MA,2019,Industrial,6341699
MA,2019,Residential,19314571
MA,2020,Commercial,23120500
MA,2020,Industrial,6220376
MA,2020,Residential,20345178
MA,2021,Commercial,23832465
MA,2021,Industrial,6345834
MA,2021,Residential,20305269
MA,2022,Commercial,24443659
MA,2022,Industrial,6233832
MA,2022,Residential,20006891
MA,2023,Commercial,24275567
MA,2023,Industrial,6091226
MA,2023,Residential,19365825
MA,2024,Commercial,23489390
MA,2024,Industrial,5645295
MA,2024,Residential,19992635
MD,1990,Commercial,10452013
MD,1990,Industrial,19308301
MD,1990,Residential,19101665
MD,1991,Commercial,10667414
MD,1991,Industrial,19448116
MD,1991,Residential,20295448
MD,1992,Commercial,10769687
MD,1992,Industrial,19768027
MD,1992,Residential,19762032
MD,1993,Commercial,11316965
MD,1993,Industrial,20200632
MD,1993,Residential,21546122
MD,1994,Commercial,13253587
MD,1994,Industrial,19037490
MD,1994,Residential,21666119
MD,1995,Commercial,23096404
MD,1995,Industrial,10057219
MD,1995,Residential,22233806
MD,1996,Commercial,23126093
MD,1996,Industrial,10098448
MD,1996,Residential,22985771
MD,1997,Commercial,23418551
MD,1997,Industrial,10127855
MD,1997,Residential,21936663
MD,1998,Commercial,24284167
MD,1998,Industrial,10343677
MD,1998,Residential,22406858
MD,1999,Commercial,24988490
MD,1999,Industrial,9936114
MD,1999,Residential,23342423
MD,2000,Commercial,25804299
MD,2000,Industrial,10066312
MD,2000,Residential,23949316
MD,2001,Commercial,26243614
MD,2001,Industrial,10176724
MD,2001,Residential,24294096
MD,2002,Commercial,21044289
MD,2002,Industrial,20874507
MD,2002,Residential,25489053
MD,2003,Commercial,16950347
MD,2003,Industrial,27175526
MD,2003,Residential,26671274
MD,2004,Commercial,17264135
MD,2004,Industrial,21194572
MD,2004,Residential,27951978
MD,2005,Commercial,17931771
MD,2005,Industrial,21516638
MD,2005,Residential,28439645
MD,2006,Commercial,29729030
MD,2006,Industrial,6057030
MD,2006,Residential,26905386
MD,2007,Commercial,30691159
MD,2007,Industrial,5980358
MD,2007,Residential,28194802
MD,2008,Commercial,30002993
MD,2008,Industrial,5649943
MD,2008,Residential,27144255
MD,2009,Commercial,29806001
MD,2009,Industrial,5285833
MD,2009,Residential,26944566
MD,2010,Commercial,30771317
MD,2010,Industrial,5083115
MD,2010,Residential,28934074
MD,2011,Commercial,30749605
MD,2011,Industrial,5007386
MD,2011,Residential,27295675
MD,2012,Commercial,30107526
MD,2012,Industrial,4499827
MD,2012,Residential,26678158
MD,2013,Commercial,29966199
MD,2013,Industrial,3943942
MD,2013,Residential,27448367
MD,2014,Commercial,29804342
MD,2014,Industrial,3847954
MD,2014,Residential,27487633
MD,2015,Commercial,29959115
MD,2015,Industrial,3883315
MD,2015,Residential,27403336
MD,2016,Commercial,29675993
MD,2016,Industrial,3821476
MD,2016,Residential,27316871
MD,2017,Commercial,28893046
MD,2017,Industrial,3797822
MD,2017,Residential,26084176
MD,2018,Commercial,29547518
MD,2018,Industrial,3870188
MD,2018,Residential,28138474
MD,2019,Commercial,28893335
MD,2019,Industrial,3718412
MD,2019,Residential,27533693
MD,2020,Commercial,26451864
MD,2020,Industrial,3381895
MD,2020,Residential,27306375
MD,2021,Commercial,27437050
MD,2021,Industrial,3480392
MD,2021,Residential,27964545
MD,2022,Commercial,27623358
MD,2022,Industrial,3601623
MD,2022,Residential,28065379
MD,2023,Commercial,27061701
MD,2023,Industrial,3455597
MD,2023,Residential,26107722
MD,2024,Commercial,27773337
MD,2024,Industrial,3502025
MD,2024,Residential,27327356
ME,1990,Commercial,2672723
ME,1990,Industrial,4750044
ME,1990,Residential,3932266
ME,1991,Commercial,2685496
ME,1991,Industrial,4708841
ME,1991,Residential,3817137
ME,1992,Commercial,2729542
ME,1992,Industrial,4753028
ME,1992,Residential,3829582
ME,1993,Commercial,2868391
ME,1993,Industrial,5039630
ME,1993,Residential,3872293
ME,1994,Commercial,2811591
ME,1994,Industrial,4951832
ME,1994,Residential,3691828
ME,1995,Commercial,2835160
ME,1995,Industrial,4959345
ME,1995,Residential,3628879
ME,1996,Commercial,3211822
ME,1996,Industrial,4771700
ME,1996,Residential,3679190
ME,1997,Commercial,3279440
ME,1997,Industrial,4957063
ME,1997,Residential,3658971
ME,1998,Commercial,3324367
ME,1998,Industrial,4622053
ME,1998,Residential,3589078
ME,1999,Commercial,3491172
ME,1999,Industrial,4686582
ME,1999,Residential,3704413
ME,2000,Commercial,3712198
ME,2000,Industrial,4550515
ME,2000,Residential,3736802
ME,2001,Commercial,3779036
ME,2001,Industrial,4412593
ME,2001,Residential,3902940
ME,2002,Commercial,3789180
ME,2002,Industrial,3549827
ME,2002,Residential,4043100
ME,2003,Commercial,3959394
ME,2003,Industrial,3793491
ME,2003,Residential,4218952
ME,2004,Commercial,4325470
ME,2004,Industrial,3711089
ME,2004,Residential,4331109
ME,2005,Commercial,4157213
ME,2005,Industrial,3702212
ME,2005,Residential,4503454
ME,2006,Commercial,4133900
ME,2006,Industrial,3799819
ME,2006,Residential,4351049
ME,2007,Commercial,4195249
ME,2007,Industrial,3251802
ME,2007,Residential,4413151
ME,2008,Commercial,4147833
ME,2008,Industrial,3174531
ME,2008,Residential,4351309
ME,2009,Commercial,4071041
ME,2009,Industrial,2851924
ME,2009,Residential,4360002
ME,2010,Commercial,4100906
ME,2010,Industrial,3058827
ME,2010,Residential,4371835
ME,2011,Commercial,4018070
ME,2011,Industrial,3015739
ME,2011,Residential,4381536
ME,2012,Commercial,4053188
ME,2012,Industrial,3027135
ME,2012,Residential,4480736
ME,2013,Commercial,4015604
ME,2013,Industrial,3177140
ME,2013,Residential,4662303
ME,2014,Commercial,3984570
ME,2014,Industrial,3357486
ME,2014,Residential,4660605
ME,2015,Commercial,4017822
ME,2015,Industrial,3208045
ME,2015,Residential,4662301
ME,2016,Commercial,3986488
ME,2016,Industrial,2876638
ME,2016,Residential,4585825
ME,2017,Commercial,3916786
ME,2017,Industrial,2658353
ME,2017,Residential,4638535
ME,2018,Commercial,4447245
ME,2018,Industrial,3035573
ME,2018,Residential,4872001
ME,2019,Commercial,4148305
ME,2019,Industrial,2789926
ME,2019,Residential,4793809
ME,2020,Commercial,3815653
ME,2020,Industrial,2625824
ME,2020,Residential,4905263
ME,2021,Commercial,3948896
ME,2021,Industrial,2573512
ME,2021,Residential,5062266
ME,2022,Commercial,4129399
ME,2022,Industrial,2655435
ME,2022,Residential,5090874
ME,2023,Commercial,4017144
ME,2023,Industrial,2400208
ME,2023,Residential,4918678
ME,2024,Commercial,4117961
ME,2024,Industrial,2322138
ME,2024,Residential,4901492
MI,1990,Commercial,20609561
MI,1990,Industrial,35062022
MI,1990,Residential,25318849
MI,1991,Commercial,21454734
MI,1991,Industrial,35006636
MI,1991,Residential,26759510
MI,1992,Commercial,21208468
MI,1992,Industrial,35656772
MI,1992,Residential,25670669
MI,1993,Commercial,28930387
MI,1993,Industrial,30571544
MI,1993,Residential,26770174
MI,1994,Commercial,30411630
MI,1994,Industrial,32716794
MI,1994,Residential,27174208
MI,1995,Commercial,31305837
MI,1995,Industrial,33920578
MI,1995,Residential,28622895
MI,1996,Commercial,32037663
MI,1996,Industrial,34499412
MI,1996,Residential,28901473
MI,1997,Commercial,32410931
MI,1997,Industrial,35429624
MI,1997,Residential,28726279
MI,1998,Commercial,33839513
MI,1998,Industrial,35983417
MI,1998,Residential,29807978
MI,1999,Commercial,35095922
MI,1999,Industrial,37275750
MI,1999,Residential,30661187
MI,2000,Commercial,35867003
MI,2000,Industrial,37267697
MI,2000,Residential,30707267
MI,2001,Commercial,35025499
MI,2001,Industrial,34174112
MI,2001,Residential,32304798
MI,2002,Commercial,35880320
MI,2002,Industrial,33537474
MI,2002,Residential,34336161
MI,2003,Commercial,35391365
MI,2003,Industrial,39812955
MI,2003,Residential,33669474
MI,2004,Commercial,38632100
MI,2004,Industrial,34867337
MI,2004,Residential,33103586
MI,2005,Commercial,39599845
MI,2005,Industrial,34744739
MI,2005,Residential,36094954
MI,2006,Commercial,39298995
MI,2006,Industrial,34092935
MI,2006,Residential,34622099
MI,2007,Commercial,40046871
MI,2007,Industrial,33878817
MI,2007,Residential,35366081
MI,2008,Commercial,38974426
MI,2008,Industrial,32504511
MI,2008,Residential,34297438
MI,2009,Commercial,37870363
MI,2009,Industrial,27391101
MI,2009,Residential,32854122
MI,2010,Commercial,38123171
MI,2010,Industrial,30840513
MI,2010,Residential,34680715
MI,2011,Commercial,38612718
MI,2011,Industrial,31624220
MI,2011,Residential,34811337
MI,2012,Commercial,38514266
MI,2012,Industrial,31835905
MI,2012,Residential,34461140
MI,2013,Commercial,37697520
MI,2013,Industrial,31321534
MI,2013,Residential,34013168
MI,2014,Commercial,37348927
MI,2014,Industrial,32445935
MI,2014,Residential,33514991
MI,2015,Commercial,38440734
MI,2015,Industrial,30677019
MI,2015,Residential,33357876
MI,2016,Commercial,38985906
MI,2016,Industrial,30934422
MI,2016,Residential,34543262
MI,2017,Commercial,38325322
MI,2017,Industrial,30590574
MI,2017,Residential,32977374
MI,2018,Commercial,38925268
MI,2018,Industrial,30806023
MI,2018,Residential,35131422
MI,2019,Commercial,37860783
MI,2019,Industrial,29886432
MI,2019,Residential,33495725
MI,2020,Commercial,35490797
MI,2020,Industrial,25654081
MI,2020,Residential,35862912
MI,2021,Commercial,36860868
MI,2021,Industrial,27081082
MI,2021,Residential,35868100
MI,2022,Commercial,37114401
MI,2022,Industrial,28485570
MI,2022,Residential,35034971
MI,2023,Commercial,36534334
MI,2023,Industrial,28515187
MI,2023,Residential,32533717
MI,2024,Commercial,37190845
MI,2024,Industrial,28289760
MI,2024,Residential,33504932
MN,1990,Commercial,8085873
MN,1990,Industrial,23496827
MN,1990,Residential,14857556
MN,1991,Commercial,8416648
MN,1991,Industrial,23937844
MN,1991,Residential,15655101
MN,1992,Commercial,8290949
MN,1992,Industrial,23556855
MN,1992,Residential,14847981
MN,1993,Commercial,8535124
MN,1993,Industrial,24384332
MN,1993,Residential,15596985
MN,1994,Commercial,8996867
MN,1994,Industrial,25450840
MN,1994,Residential,16006557
MN,1995,Commercial,9699907
MN,1995,Industrial,26577059
MN,1995,Residential,16974435
MN,1996,Commercial,10114971
MN,1996,Industrial,26934450
MN,1996,Residential,17157124
MN,1997,Commercial,10137365
MN,1997,Industrial,27713011
MN,1997,Residential,17073458
MN,1998,Commercial,10435903
MN,1998,Industrial,28213513
MN,1998,Residential,17378235
MN,1999,Commercial,10908630
MN,1999,Industrial,27764372
MN,1999,Residential,17997554
MN,2000,Commercial,11580320
MN,2000,Industrial,28842085
MN,2000,Residential,18629364
MN,2001,Commercial,19799222
MN,2001,Industrial,20767343
MN,2001,Residential,19399686
MN,2002,Commercial,19456717
MN,2002,Industrial,21514632
MN,2002,Residential,20450927
MN,2003,Commercial,20533286
MN,2003,Industrial,21916302
MN,2003,Residential,20637751
MN,2004,Commercial,20406705
MN,2004,Industrial,22415428
MN,2004,Residential,20507412
MN,2005,Commercial,21985392
MN,2005,Industrial,22265880
MN,2005,Residential,21743001
MN,2006,Commercial,22175217
MN,2006,Industrial,22664223
MN,2006,Residential,21909406
MN,2007,Commercial,22523012
MN,2007,Industrial,23041487
MN,2007,Residential,22645637
MN,2008,Commercial,22604482
MN,2008,Industrial,23810379
MN,2008,Residential,22357408
MN,2009,Commercial,22311487
MN,2009,Industrial,19637127
MN,2009,Residential,22033959
MN,2010,Commercial,22515351
MN,2010,Industrial,22797763
MN,2010,Residential,22464797
MN,2011,Commercial,22371109
MN,2011,Industrial,23618724
MN,2011,Residential,22523727
MN,2012,Commercial,22495804
MN,2012,Industrial,23415791
MN,2012,Residential,22059631
MN,2013,Commercial,23041186
MN,2013,Industrial,22734273
MN,2013,Residential,22849542
MN,2014,Commercial,22827840
MN,2014,Industrial,23076348
MN,2014,Residential,22791466
MN,2015,Commercial,23388015
MN,2015,Industrial,21453040
MN,2015,Residential,21713970
MN,2016,Commercial,23501739
MN,2016,Industrial,21216798
MN,2016,Residential,21803791
MN,2017,Commercial,23273897
MN,2017,Industrial,22280917
MN,2017,Residential,21573800
MN,2018,Commercial,23398557
MN,2018,Industrial,22446853
MN,2018,Residential,22837140
MN,2019,Commercial,22904299
MN,2019,Industrial,21748034
MN,2019,Residential,22288152
MN,2020,Commercial,21526677
MN,2020,Industrial,19571847
MN,2020,Residential,22935672
MN,2021,Commercial,22093189
MN,2021,Industrial,21227196
MN,2021,Residential,23246055
MN,2022,Commercial,22548588
MN,2022,Industrial,20648588
MN,2022,Residential,23418313
MN,2023,Commercial,22613856
MN,2023,Industrial,20560640
MN,2023,Residential,23023275
MN,2024,Commercial,22468437
MN,2024,Industrial,20015581
MN,2024,Residential,22062758
MO,1990,Commercial,18468962
MO,1990,Industrial,12937381
MO,1990,Residential,21652354
MO,1991,Commercial,19111774
MO,1991,Industrial,13113852
MO,1991,Residential,23386303
MO,1992,Commercial,18792385
MO,1992,Industrial,13440251
MO,1992,Residential,21293574
MO,1993,Commercial,19914076
MO,1993,Industrial,13617994
MO,1993,Residential,24182047
MO,1994,Commercial,20613575
MO,1994,Industrial,14106043
MO,1994,Residential,24056901
MO,1995,Commercial,21606492
MO,1995,Industrial,14320602
MO,1995,Residential,25408756
MO,1996,Commercial,22522442
MO,1996,Industrial,14914972
MO,1996,Residential,26447604
MO,1997,Commercial,22863753
MO,1997,Industrial,15267140
MO,1997,Residential,26595252
MO,1998,Commercial,23920444
MO,1998,Industrial,15800878
MO,1998,Residential,28264507
MO,1999,Commercial,24111390
MO,1999,Industrial,16121804
MO,1999,Residential,27765928
MO,2000,Commercial,25875305
MO,2000,Industrial,16079807
MO,2000,Residential,29581354
MO,2001,Commercial,26028729
MO,2001,Industrial,15814713
MO,2001,Residential,30168329
MO,2002,Commercial,26796207
MO,2002,Industrial,15341437
MO,2002,Residential,31684209
MO,2003,Commercial,27987361
MO,2003,Industrial,14830600
MO,2003,Residential,31421927
MO,2004,Commercial,28391148
MO,2004,Industrial,14302630
MO,2004,Residential,31350643
MO,2005,Commercial,29640253
MO,2005,Industrial,16868838
MO,2005,Residential,34411988
MO,2006,Commercial,29800467
MO,2006,Industrial,18315672
MO,2006,Residential,33880156
MO,2007,Commercial,31126108
MO,2007,Industrial,18514719
MO,2007,Residential,35872486
MO,2008,Commercial,31117853
MO,2008,Industrial,17850130
MO,2008,Residential,35389941
MO,2009,Commercial,30604880
MO,2009,Industrial,15050485
MO,2009,Residential,34220694
MO,2010,Commercial,31430653
MO,2010,Industrial,17330169
MO,2010,Residential,37302279
MO,2011,Commercial,30962081
MO,2011,Industrial,17329648
MO,2011,Residential,35941243
MO,2012,Commercial,30482745
MO,2012,Industrial,17594410
MO,2012,Residential,34336615
MO,2013,Commercial,30515252
MO,2013,Industrial,17551296
MO,2013,Residential,35318204
MO,2014,Commercial,30665251
MO,2014,Industrial,17398747
MO,2014,Residential,35792644
MO,2015,Commercial,30535443
MO,2015,Industrial,17036256
MO,2015,Residential,33911760
MO,2016,Commercial,30728480
MO,2016,Industrial,13513245
MO,2016,Residential,34354932
MO,2017,Commercial,30176974
MO,2017,Industrial,13210525
MO,2017,Residential,33051080
MO,2018,Commercial,31179283
MO,2018,Industrial,13389587
MO,2018,Residential,37463390
MO,2019,Commercial,30133114
MO,2019,Industrial,13009718
MO,2019,Residential,35691426
MO,2020,Commercial,27931047
MO,2020,Industrial,12823832
MO,2020,Residential,34950370
MO,2021,Commercial,28987412
MO,2021,Industrial,13086588
MO,2021,Residential,35668409
MO,2022,Commercial,29790520
MO,2022,Industrial,13245662
MO,2022,Residential,37244970
MO,2023,Commercial,29174382
MO,2023,Industrial,12813199
MO,2023,Residential,34964573
MO,2024,Commercial,29569769
MO,2024,Industrial,12953946
MO,2024,Residential,35226895
MS,1990,Commercial,6746134
MS,1990,Industrial,12454453
MS,1990,Residential,12265641
MS,1991,Commercial,6831768
MS,1991,Industrial,13024289
MS,1991,Residential,12517521
MS,1992,Commercial,6732155
MS,1992,Industrial,13490594
MS,1992,Residential,12422486
MS,1993,Commercial,6685014
MS,1993,Industrial,14229237
MS,1993,Residential,13199806
MS,1994,Commercial,7093799
MS,1994,Industrial,15255933
MS,1994,Residential,13641721
MS,1995,Commercial,7539403
MS,1995,Industrial,15477114
MS,1995,Residential,14181239
MS,1996,Commercial,7912999
MS,1996,Industrial,16042796
MS,1996,Residential,14964600
MS,1997,Commercial,9954827
MS,1997,Industrial,14622088
MS,1997,Residential,14817360
MS,1998,Commercial,10781116
MS,1998,Industrial,14598566
MS,1998,Residential,16392306
MS,1999,Commercial,11151248
MS,1999,Industrial,15735130
MS,1999,Residential,16321419
MS,2000,Commercial,11450760
MS,2000,Industrial,15856373
MS,2000,Residential,17192809
MS,2001,Commercial,11357412
MS,2001,Industrial,15268360
MS,2001,Residential,16855661
MS,2002,Commercial,11772999
MS,2002,Industrial,15020552
MS,2002,Residential,17843742
MS,2003,Commercial,12592850
MS,2003,Industrial,15281322
MS,2003,Residential,17669709
MS,2004,Commercial,12750284
MS,2004,Industrial,15702228
MS,2004,Residential,17580026
MS,2005,Commercial,12665855
MS,2005,Industrial,15281865
MS,2005,Residential,17953344
MS,2006,Commercial,12948500
MS,2006,Industrial,15711806
MS,2006,Residential,18276131
MS,2007,Commercial,13400202
MS,2007,Industrial,16187104
MS,2007,Residential,18565875
MS,2008,Commercial,13232633
MS,2008,Industrial,16194914
MS,2008,Residential,18293688
MS,2009,Commercial,13013470
MS,2009,Industrial,14940490
MS,2009,Residential,18095194
MS,2010,Commercial,13804962
MS,2010,Industrial,15707378
MS,2010,Residential,20174826
MS,2011,Commercial,13737924
MS,2011,Industrial,16263203
MS,2011,Residential,19336430
MS,2012,Commercial,13584638
MS,2012,Industrial,16810329
MS,2012,Residential,17992708
MS,2013,Commercial,14187814
MS,2013,Industrial,16131761
MS,2013,Residential,18462415
MS,2014,Commercial,14174583
MS,2014,Industrial,16311951
MS,2014,Residential,18922097
MS,2015,Commercial,14391682
MS,2015,Industrial,15738746
MS,2015,Residential,18561101
MS,2016,Commercial,14522538
MS,2016,Industrial,16068698
MS,2016,Residential,18458928
MS,2017,Commercial,14256157
MS,2017,Industrial,16128614
MS,2017,Residential,17444016
MS,2018,Commercial,14530226
MS,2018,Industrial,16549315
MS,2018,Residential,19310527
MS,2019,Commercial,14238982
MS,2019,Industrial,15994186
MS,2019,Residential,18717858
MS,2020,Commercial,13185143
MS,2020,Industrial,15302064
MS,2020,Residential,17994833
MS,2021,Commercial,13676163
MS,2021,Industrial,15769265
MS,2021,Residential,18569936
MS,2022,Commercial,14089632
MS,2022,Industrial,15972024
MS,2022,Residential,18917877
MS,2023,Commercial,14230944
MS,2023,Industrial,15646628
MS,2023,Residential,18544190
MS,2024,Commercial,14172165
MS,2024,Industrial,15919246
MS,2024,Residential,18593201
MT,1990,Commercial,2737526
MT,1990,Industrial,6529326
MT,1990,Residential,3358385
MT,1991,Commercial,2818850
MT,1991,Industrial,6622098
MT,1991,Residential,3458893
MT,1992,Commercial,2859488
MT,1992,Industrial,6414379
MT,1992,Residential,3286365
MT,1993,Commercial,3026077
MT,1993,Industrial,5836579
MT,1993,Residential,3597987
MT,1994,Commercial,3096032
MT,1994,Industrial,5960540
MT,1994,Residential,3566917
MT,1995,Commercial,3133252
MT,1995,Industrial,6367702
MT,1995,Residential,3639879
MT,1996,Commercial,3298600
MT,1996,Industrial,6305683
MT,1996,Residential,3910516
MT,1997,Commercial,3292924
MT,1997,Industrial,4536674
MT,1997,Residential,3803973
MT,1998,Commercial,3313181
MT,1998,Industrial,6773787
MT,1998,Residential,3722471
MT,1999,Commercial,3025111
MT,1999,Industrial,6257748
MT,1999,Residential,3664414
MT,2000,Commercial,3791861
MT,2000,Industrial,6567934
MT,2000,Residential,3907754
MT,2001,Commercial,3865679
MT,2001,Industrial,3370259
MT,2001,Residential,3886224
MT,2002,Commercial,4003108
MT,2002,Industrial,4462794
MT,2002,Residential,4030664
MT,2003,Commercial,4437530
MT,2003,Industrial,4266980
MT,2003,Residential,4120150
MT,2004,Commercial,4330178
MT,2004,Industrial,4573843
MT,2004,Residential,4052761
MT,2005,Commercial,4473394
MT,2005,Industrial,4783996
MT,2005,Residential,4221448
MT,2006,Commercial,4685992
MT,2006,Industrial,4735015
MT,2006,Residential,4393973
MT,2007,Commercial,4827724
MT,2007,Industrial,6162717
MT,2007,Residential,4541544
MT,2008,Commercial,4825520
MT,2008,Industrial,5831413
MT,2008,Residential,4669467
MT,2009,Commercial,4790862
MT,2009,Industrial,4772512
MT,2009,Residential,4790401
MT,2010,Commercial,4789182
MT,2010,Industrial,4239477
MT,2010,Residential,4742794
MT,2011,Commercial,4892271
MT,2011,Industrial,3982700
MT,2011,Residential,4913110
MT,2012,Commercial,4917509
MT,2012,Industrial,4167509
MT,2012,Residential,4778365
MT,2013,Commercial,4889642
MT,2013,Industrial,4229061
MT,2013,Residential,4926471
MT,2014,Commercial,4903160
MT,2014,Industrial,4229989
MT,2014,Residential,4969243
MT,2015,Commercial,4894095
MT,2015,Industrial,4487603
MT,2015,Residential,4825213
MT,2016,Commercial,4831636
MT,2016,Industrial,4416418
MT,2016,Residential,4852547
MT,2017,Commercial,4970119
MT,2017,Industrial,4514949
MT,2017,Residential,5224588
MT,2018,Commercial,4921231
MT,2018,Industrial,4719928
MT,2018,Residential,5197686
MT,2019,Commercial,4956080
MT,2019,Industrial,5057088
MT,2019,Residential,5308103
MT,2020,Commercial,4702353
MT,2020,Industrial,4501861
MT,2020,Residential,5379965
MT,2021,Commercial,4906132
MT,2021,Industrial,4495983
MT,2021,Residential,5559446
MT,2022,Commercial,5019659
MT,2022,Industrial,4669625
MT,2022,Residential,5894499
MT,2023,Commercial,5063035
MT,2023,Industrial,4686142
MT,2023,Residential,5755522
MT,2024,Commercial,5034278
MT,2024,Industrial,4832494
MT,2024,Residential,5700241
NC,1990,Commercial,23834909
NC,1990,Industrial,31264700
NC,1990,Residential,33144040
NC,1991,Commercial,24675721
NC,1991,Industrial,31514220
NC,1991,Residential,34390834
NC,1992,Commercial,25142413
NC,1992,Industrial,32521880
NC,1992,Residential,34761066
NC,1993,Commercial,26747461
NC,1993,Industrial,33487659
NC,1993,Residential,37742397
NC,1994,Commercial,27457860
NC,1994,Industrial,33307132
NC,1994,Residential,37206780
NC,1995,Commercial,29194750
