state_abbrev,state_name,year,sector,electricity_usage_mwh
AK,Alaska,1990,Commercial,1972116
AK,Alaska,1990,Industrial,459282
AK,Alaska,1990,Residential,1661311
AK,Alaska,1991,Commercial,2005247
AK,Alaska,1991,Industrial,465878
AK,Alaska,1991,Residential,1602777
AK,Alaska,1992,Commercial,2034708
AK,Alaska,1992,Industrial,504277
AK,Alaska,1992,Residential,1640136
AK,Alaska,1993,Commercial,2062399
AK,Alaska,1993,Industrial,501059
AK,Alaska,1993,Residential,1629036
AK,Alaska,1994,Commercial,2154843
AK,Alaska,1994,Industrial,511428
AK,Alaska,1994,Residential,1688134
AK,Alaska,1995,Commercial,2200043
AK,Alaska,1995,Industrial,546437
AK,Alaska,1995,Residential,1712906
AK,Alaska,1996,Commercial,2249874
AK,Alaska,1996,Industrial,584198
AK,Alaska,1996,Residential,1766184
AK,Alaska,1997,Commercial,2180632
AK,Alaska,1997,Industrial,755723
AK,Alaska,1997,Residential,1725834
AK,Alaska,1998,Commercial,2306729
AK,Alaska,1998,Industrial,818182
AK,Alaska,1998,Residential,1767992
AK,Alaska,1999,Commercial,2385303
AK,Alaska,1999,Industrial,843733
AK,Alaska,1999,Residential,1865743
AK,Alaska,2000,Commercial,2236477
AK,Alaska,2000,Industrial,1036627
AK,Alaska,2000,Residential,1854968
AK,Alaska,2001,Commercial,2289011
AK,Alaska,2001,Industrial,1079423
AK,Alaska,2001,Residential,1891468
AK,Alaska,2002,Commercial,2238236
AK,Alaska,2002,Industrial,1087855
AK,Alaska,2002,Residential,1932217
AK,Alaska,2003,Commercial,2473028
AK,Alaska,2003,Industrial,1103645
AK,Alaska,2003,Residential,1987009
AK,Alaska,2004,Commercial,2600608
AK,Alaska,2004,Industrial,1125971
AK,Alaska,2004,Residential,2061905
AK,Alaska,2005,Commercial,2694911
AK,Alaska,2005,Industrial,1156008
AK,Alaska,2005,Residential,2061652
AK,Alaska,2006,Commercial,2819210
AK,Alaska,2006,Industrial,1242827
AK,Alaska,2006,Residential,2120254
AK,Alaska,2007,Commercial,2828388
AK,Alaska,2007,Industrial,1383766
AK,Alaska,2007,Residential,2114456
AK,Alaska,2008,Commercial,2851782
AK,Alaska,2008,Industrial,1344351
AK,Alaska,2008,Residential,2129811
AK,Alaska,2009,Commercial,2841337
AK,Alaska,2009,Industrial,1311441
AK,Alaska,2009,Residential,2117393
AK,Alaska,2010,Commercial,2829738
AK,Alaska,2010,Industrial,1324083
AK,Alaska,2010,Residential,2093217
AK,Alaska,2011,Commercial,2854410
AK,Alaska,2011,Industrial,1330708
AK,Alaska,2011,Residential,2134422
AK,Alaska,2012,Commercial,2875038
AK,Alaska,2012,Industrial,1381177
AK,Alaska,2012,Residential,2160196
AK,Alaska,2013,Commercial,2824199
AK,Alaska,2013,Industrial,1340047
AK,Alaska,2013,Residential,2103966
AK,Alaska,2014,Commercial,2761518
AK,Alaska,2014,Industrial,1359680
AK,Alaska,2014,Residential,2043614
AK,Alaska,2015,Commercial,2763491
AK,Alaska,2015,Industrial,1351529
AK,Alaska,2015,Residential,2044184
AK,Alaska,2016,Commercial,2731499
AK,Alaska,2016,Industrial,1385311
AK,Alaska,2016,Residential,2006392
AK,Alaska,2017,Commercial,2704890
AK,Alaska,2017,Industrial,1420560
AK,Alaska,2017,Residential,2060349
AK,Alaska,2018,Commercial,2646058
AK,Alaska,2018,Industrial,1351503
AK,Alaska,2018,Residential,1974906
AK,Alaska,2019,Commercial,2638846
AK,Alaska,2019,Industrial,1251751
AK,Alaska,2019,Residential,1928208
AK,Alaska,2020,Commercial,2524116
AK,Alaska,2020,Industrial,1304415
AK,Alaska,2020,Residential,2089046
AK,Alaska,2021,Commercial,2558649
AK,Alaska,2021,Industrial,1326779
AK,Alaska,2021,Residential,2083911
AK,Alaska,2022,Commercial,2575918
AK,Alaska,2022,Industrial,1375690
AK,Alaska,2022,Residential,2050472
AK,Alaska,2023,Commercial,2602872
AK,Alaska,2023,Industrial,1371059
AK,Alaska,2023,Residential,2050667
AK,Alaska,2024,Commercial,2603674
AK,Alaska,2024,Industrial,1372235
AK,Alaska,2024,Residential,2070594
AL,Alabama,1990,Commercial,10978790
AL,Alabama,1990,Industrial,27617687
AL,Alabama,1990,Residential,20718677
AL,Alabama,1991,Commercial,11349000
AL,Alabama,1991,Industrial,27985476
AL,Alabama,1991,Residential,21293428
AL,Alabama,1992,Commercial,10916983
AL,Alabama,1992,Industrial,29476078
AL,Alabama,1992,Residential,21136706
AL,Alabama,1993,Commercial,11254231
AL,Alabama,1993,Industrial,30523625
AL,Alabama,1993,Residential,22627783
AL,Alabama,1994,Commercial,11844229
AL,Alabama,1994,Industrial,31918985
AL,Alabama,1994,Residential,23158543
AL,Alabama,1995,Commercial,12284265
AL,Alabama,1995,Industrial,32847459
AL,Alabama,1995,Residential,24313900
AL,Alabama,1996,Commercial,13327556
AL,Alabama,1996,Industrial,33522650
AL,Alabama,1996,Residential,25634024
AL,Alabama,1997,Commercial,16397194
AL,Alabama,1997,Industrial,32617254
AL,Alabama,1997,Residential,24893128
AL,Alabama,1998,Commercial,17662317
AL,Alabama,1998,Industrial,33539416
AL,Alabama,1998,Residential,27327100
AL,Alabama,1999,Commercial,18144535
AL,Alabama,1999,Industrial,34532960
AL,Alabama,1999,Residential,27047743
AL,Alabama,2000,Commercial,19056898
AL,Alabama,2000,Industrial,35034489
AL,Alabama,2000,Residential,28756115
AL,Alabama,2001,Commercial,18868139
AL,Alabama,2001,Industrial,31949084
AL,Alabama,2001,Residential,27802207
AL,Alabama,2002,Commercial,19665858
AL,Alabama,2002,Industrial,32615340
AL,Alabama,2002,Residential,30021763
AL,Alabama,2003,Commercial,20410633
AL,Alabama,2003,Industrial,34017169
AL,Alabama,2003,Residential,29416418
AL,Alabama,2004,Commercial,21166144
AL,Alabama,2004,Industrial,35595260
AL,Alabama,2004,Residential,30109115
AL,Alabama,2005,Commercial,21607755
AL,Alabama,2005,Industrial,36278765
AL,Alabama,2005,Residential,31315100
AL,Alabama,2006,Commercial,22119933
AL,Alabama,2006,Industrial,36280679
AL,Alabama,2006,Residential,32277083
AL,Alabama,2007,Commercial,22872543
AL,Alabama,2007,Industrial,36172477
AL,Alabama,2007,Residential,32783444
AL,Alabama,2008,Commercial,22533120
AL,Alabama,2008,Industrial,34989619
AL,Alabama,2008,Residential,32184540
AL,Alabama,2009,Commercial,21918478
AL,Alabama,2009,Industrial,29436713
AL,Alabama,2009,Residential,31489411
AL,Alabama,2010,Commercial,22983768
AL,Alabama,2010,Industrial,32349585
AL,Alabama,2010,Residential,35529292
AL,Alabama,2011,Commercial,22257127
AL,Alabama,2011,Industrial,33735427
AL,Alabama,2011,Residential,33002815
AL,Alabama,2012,Commercial,21799181
AL,Alabama,2012,Industrial,33751106
AL,Alabama,2012,Residential,30632261
AL,Alabama,2013,Commercial,22603229
AL,Alabama,2013,Industrial,33870219
AL,Alabama,2013,Residential,31378659
AL,Alabama,2014,Commercial,22929309
AL,Alabama,2014,Industrial,34634820
AL,Alabama,2014,Residential,32929598
AL,Alabama,2015,Commercial,23437831
AL,Alabama,2015,Industrial,33499182
AL,Alabama,2015,Residential,31908530
AL,Alabama,2016,Commercial,23634474
AL,Alabama,2016,Industrial,32535121
AL,Alabama,2016,Residential,32055546
AL,Alabama,2017,Commercial,22743813
AL,Alabama,2017,Industrial,33316872
AL,Alabama,2017,Residential,30181045
AL,Alabama,2018,Commercial,23483072
AL,Alabama,2018,Industrial,33717004
AL,Alabama,2018,Residential,33080380
AL,Alabama,2019,Commercial,23076470
AL,Alabama,2019,Industrial,32602996
AL,Alabama,2019,Residential,32415646
AL,Alabama,2020,Commercial,21307775
AL,Alabama,2020,Industrial,30756789
AL,Alabama,2020,Residential,31331041
AL,Alabama,2021,Commercial,21844283
AL,Alabama,2021,Industrial,32155730
AL,Alabama,2021,Residential,31585153
AL,Alabama,2022,Commercial,22391068
AL,Alabama,2022,Industrial,31712904
AL,Alabama,2022,Residential,32923573
AL,Alabama,2023,Commercial,22213494
AL,Alabama,2023,Industrial,31257213
AL,Alabama,2023,Residential,31409652
AL,Alabama,2024,Commercial,22861620
AL,Alabama,2024,Industrial,31762241
AL,Alabama,2024,Residential,32899071
AR,Arkansas,1990,Commercial,6075079
AR,Arkansas,1990,Industrial,10126208
AR,Arkansas,1990,Residential,10557866
AR,Arkansas,1991,Commercial,6300359
AR,Arkansas,1991,Industrial,10517510
AR,Arkansas,1991,Residential,11000632
AR,Arkansas,1992,Commercial,6176586
AR,Arkansas,1992,Industrial,11251478
AR,Arkansas,1992,Residential,10440088
AR,Arkansas,1993,Commercial,6698105
AR,Arkansas,1993,Industrial,12609005
AR,Arkansas,1993,Residential,11761761
AR,Arkansas,1994,Commercial,6865634
AR,Arkansas,1994,Industrial,13525887
AR,Arkansas,1994,Residential,11642130
AR,Arkansas,1995,Commercial,7146835
AR,Arkansas,1995,Industrial,14483009
AR,Arkansas,1995,Residential,12416960
AR,Arkansas,1996,Commercial,7442490
AR,Arkansas,1996,Industrial,15139481
AR,Arkansas,1996,Residential,12933994
AR,Arkansas,1997,Commercial,7597337
AR,Arkansas,1997,Industrial,15632217
AR,Arkansas,1997,Residential,12989655
AR,Arkansas,1998,Commercial,8204704
AR,Arkansas,1998,Industrial,16065970
AR,Arkansas,1998,Residential,14339398
AR,Arkansas,1999,Commercial,8374110
AR,Arkansas,1999,Industrial,16679670
AR,Arkansas,1999,Residential,14045427
AR,Arkansas,2000,Commercial,8746494
AR,Arkansas,2000,Industrial,17268195
AR,Arkansas,2000,Residential,14870777
AR,Arkansas,2001,Commercial,9153493
AR,Arkansas,2001,Industrial,16734270
AR,Arkansas,2001,Residential,15103946
AR,Arkansas,2002,Commercial,9304383
AR,Arkansas,2002,Industrial,16886708
AR,Arkansas,2002,Residential,15527374
AR,Arkansas,2003,Commercial,10568019
AR,Arkansas,2003,Industrial,16941939
AR,Arkansas,2003,Residential,15598301
AR,Arkansas,2004,Commercial,10730967
AR,Arkansas,2004,Industrial,17321996
AR,Arkansas,2004,Residential,15619397
AR,Arkansas,2005,Commercial,11366398
AR,Arkansas,2005,Industrial,17664832
AR,Arkansas,2005,Residential,17133693
AR,Arkansas,2006,Commercial,11580534
AR,Arkansas,2006,Industrial,17990009
AR,Arkansas,2006,Residential,17065081
AR,Arkansas,2007,Commercial,11801297
AR,Arkansas,2007,Industrial,17839032
AR,Arkansas,2007,Residential,17414562
AR,Arkansas,2008,Commercial,11703351
AR,Arkansas,2008,Industrial,17038455
AR,Arkansas,2008,Residential,17392467
AR,Arkansas,2009,Commercial,11476900
AR,Arkansas,2009,Industrial,14710294
AR,Arkansas,2009,Residential,16985526
AR,Arkansas,2010,Commercial,12188205
AR,Arkansas,2010,Industrial,16774699
AR,Arkansas,2010,Residential,19230961
AR,Arkansas,2011,Commercial,12146130
AR,Arkansas,2011,Industrial,16993922
AR,Arkansas,2011,Residential,18787349
AR,Arkansas,2012,Commercial,12102048
AR,Arkansas,2012,Industrial,16847755
AR,Arkansas,2012,Residential,17909301
AR,Arkansas,2013,Commercial,11897953
AR,Arkansas,2013,Industrial,16565377
AR,Arkansas,2013,Residential,18219287
AR,Arkansas,2014,Commercial,11988033
AR,Arkansas,2014,Industrial,16650718
AR,Arkansas,2014,Residential,18441119
AR,Arkansas,2015,Commercial,12153236
AR,Arkansas,2015,Industrial,16038092
AR,Arkansas,2015,Residential,18273389
AR,Arkansas,2016,Commercial,12177633
AR,Arkansas,2016,Industrial,16226147
AR,Arkansas,2016,Residential,17784233
AR,Arkansas,2017,Commercial,11912518
AR,Arkansas,2017,Industrial,17146265
AR,Arkansas,2017,Residential,17026779
AR,Arkansas,2018,Commercial,12278279
AR,Arkansas,2018,Industrial,18064787
AR,Arkansas,2018,Residential,19259204
AR,Arkansas,2019,Commercial,11948689
AR,Arkansas,2019,Industrial,17411611
AR,Arkansas,2019,Residential,18732316
AR,Arkansas,2020,Commercial,11110416
AR,Arkansas,2020,Industrial,16760182
AR,Arkansas,2020,Residential,17980206
AR,Arkansas,2021,Commercial,11516908
AR,Arkansas,2021,Industrial,18228014
AR,Arkansas,2021,Residential,18918015
AR,Arkansas,2022,Commercial,11786525
AR,Arkansas,2022,Industrial,17960258
AR,Arkansas,2022,Residential,19250661
AR,Arkansas,2023,Commercial,11694057
AR,Arkansas,2023,Industrial,18581004
AR,Arkansas,2023,Residential,18373971
AR,Arkansas,2024,Commercial,11789053
AR,Arkansas,2024,Industrial,19525858
AR,Arkansas,2024,Residential,18580638
AZ,Arizona,1990,Commercial,13731290
AZ,Arizona,1990,Industrial,10033740
AZ,Arizona,1990,Residential,15377684
AZ,Arizona,1991,Commercial,13982060
AZ,Arizona,1991,Industrial,10404969
AZ,Arizona,1991,Residential,15641499
AZ,Arizona,1992,Commercial,14467708
AZ,Arizona,1992,Industrial,11055253
AZ,Arizona,1992,Residential,16230297
AZ,Arizona,1993,Commercial,14813140
AZ,Arizona,1993,Industrial,10989057
AZ,Arizona,1993,Residential,16705090
AZ,Arizona,1994,Commercial,15624769
AZ,Arizona,1994,Industrial,11303258
AZ,Arizona,1994,Residential,18212371
AZ,Arizona,1995,Commercial,16289626
AZ,Arizona,1995,Industrial,11991782
AZ,Arizona,1995,Residential,18035537
AZ,Arizona,1996,Commercial,17252365
AZ,Arizona,1996,Industrial,12782917
AZ,Arizona,1996,Residential,19746491
AZ,Arizona,1997,Commercial,17788390
AZ,Arizona,1997,Industrial,13253007
AZ,Arizona,1997,Residential,20682568
AZ,Arizona,1998,Commercial,18439797
AZ,Arizona,1998,Industrial,12548978
AZ,Arizona,1998,Residential,21610888
AZ,Arizona,1999,Commercial,19776460
AZ,Arizona,1999,Industrial,12456220
AZ,Arizona,1999,Residential,22517435
AZ,Arizona,2000,Commercial,21410702
AZ,Arizona,2000,Industrial,11975136
AZ,Arizona,2000,Residential,24843978
AZ,Arizona,2001,Commercial,22045220
AZ,Arizona,2001,Industrial,11376746
AZ,Arizona,2001,Residential,26200172
AZ,Arizona,2002,Commercial,22371092
AZ,Arizona,2002,Industrial,11026379
AZ,Arizona,2002,Residential,26412614
AZ,Arizona,2003,Commercial,25424540
AZ,Arizona,2003,Industrial,10913500
AZ,Arizona,2003,Residential,27741520
AZ,Arizona,2004,Commercial,26106424
AZ,Arizona,2004,Industrial,11906176
AZ,Arizona,2004,Residential,28920651
AZ,Arizona,2005,Commercial,27468349
AZ,Arizona,2005,Industrial,11378692
AZ,Arizona,2005,Residential,30543645
AZ,Arizona,2006,Commercial,28625909
AZ,Arizona,2006,Industrial,12259392
AZ,Arizona,2006,Residential,32367475
AZ,Arizona,2007,Commercial,30475259
AZ,Arizona,2007,Industrial,12281290
AZ,Arizona,2007,Residential,34436657
AZ,Arizona,2008,Commercial,30162195
AZ,Arizona,2008,Industrial,12869351
AZ,Arizona,2008,Residential,33236370
AZ,Arizona,2009,Commercial,29385690
AZ,Arizona,2009,Industrial,11200396
AZ,Arizona,2009,Residential,32846843
AZ,Arizona,2010,Commercial,28942918
AZ,Arizona,2010,Industrial,11441974
AZ,Arizona,2010,Residential,32448138
AZ,Arizona,2011,Commercial,29512330
AZ,Arizona,2011,Industrial,12352241
AZ,Arizona,2011,Residential,33079074
AZ,Arizona,2012,Commercial,29692256
AZ,Arizona,2012,Industrial,12448117
AZ,Arizona,2012,Residential,32922970
AZ,Arizona,2013,Commercial,30039018
AZ,Arizona,2013,Industrial,12519417
AZ,Arizona,2013,Residential,33103602
AZ,Arizona,2014,Commercial,29289879
AZ,Arizona,2014,Industrial,14661727
AZ,Arizona,2014,Residential,32346079
AZ,Arizona,2015,Commercial,29284431
AZ,Arizona,2015,Industrial,14891564
AZ,Arizona,2015,Residential,33167205
AZ,Arizona,2016,Commercial,29564157
AZ,Arizona,2016,Industrial,14975656
AZ,Arizona,2016,Residential,33690783
AZ,Arizona,2017,Commercial,29681441
AZ,Arizona,2017,Industrial,13706041
AZ,Arizona,2017,Residential,34251220
AZ,Arizona,2018,Commercial,29683550
AZ,Arizona,2018,Industrial,13994441
AZ,Arizona,2018,Residential,34660297
AZ,Arizona,2019,Commercial,29415272
AZ,Arizona,2019,Industrial,13782704
AZ,Arizona,2019,Residential,34720050
AZ,Arizona,2020,Commercial,29128178
AZ,Arizona,2020,Industrial,14113139
AZ,Arizona,2020,Residential,38707416
AZ,Arizona,2021,Commercial,29990064
AZ,Arizona,2021,Industrial,14089072
AZ,Arizona,2021,Residential,37130339
AZ,Arizona,2022,Commercial,31507070
AZ,Arizona,2022,Industrial,14311610
AZ,Arizona,2022,Residential,38367633
AZ,Arizona,2023,Commercial,32619680
AZ,Arizona,2023,Industrial,14296687
AZ,Arizona,2023,Residential,38992365
AZ,Arizona,2024,Commercial,36100156
AZ,Arizona,2024,Industrial,14297880
AZ,Arizona,2024,Residential,40434931
CA,California,1990,Commercial,79691297
CA,California,1990,Industrial,55891513
CA,California,1990,Residential,66574670
CA,California,1991,Commercial,78424653
CA,California,1991,Industrial,56191047
CA,California,1991,Residential,66016700
CA,California,1992,Commercial,80234568
CA,California,1992,Industrial,57089510
CA,California,1992,Residential,68121106
CA,California,1993,Commercial,79058161
CA,California,1993,Industrial,56189186
CA,California,1993,Residential,67358692
CA,California,1994,Commercial,76924502
CA,California,1994,Industrial,59863696
CA,California,1994,Residential,68866355
CA,California,1995,Commercial,80874224
CA,California,1995,Industrial,57367161
CA,California,1995,Residential,68782855
CA,California,1996,Commercial,83391860
CA,California,1996,Industrial,57682712
CA,California,1996,Residential,71396104
CA,California,1997,Commercial,83573965
CA,California,1997,Industrial,62016549
CA,California,1997,Residential,73086272
CA,California,1998,Commercial,92517181
CA,California,1998,Industrial,61640699
CA,California,1998,Residential,75205482
CA,California,1999,Commercial,86371050
CA,California,1999,Industrial,63216755
CA,California,1999,Residential,75303200
CA,California,2000,Commercial,92697488
CA,California,2000,Industrial,64310844
CA,California,2000,Residential,79240641
CA,California,2001,Commercial,96459340
CA,California,2001,Industrial,63041253
CA,California,2001,Residential,76667632
CA,California,2002,Commercial,102587366
CA,California,2002,Industrial,48447725
CA,California,2002,Residential,77202300
CA,California,2003,Commercial,109577674
CA,California,2003,Industrial,49908922
CA,California,2003,Residential,82925899
CA,California,2004,Commercial,118952885
CA,California,2004,Industrial,48811586
CA,California,2004,Residential,83361251
CA,California,2005,Commercial,117550525
CA,California,2005,Industrial,50242289
CA,California,2005,Residential,85610410
CA,California,2006,Commercial,121255049
CA,California,2006,Industrial,50990893
CA,California,2006,Residential,89835749
CA,California,2007,Commercial,123690309
CA,California,2007,Industrial,50538234
CA,California,2007,Residential,89158461
CA,California,2008,Commercial,125026317
CA,California,2008,Industrial,51031270
CA,California,2008,Residential,91230818
CA,California,2009,Commercial,121105407
CA,California,2009,Industrial,47835152
CA,California,2009,Residential,89798789
CA,California,2010,Commercial,121151697
CA,California,2010,Industrial,49301025
CA,California,2010,Residential,87256946
CA,California,2011,Commercial,122780917
CA,California,2011,Industrial,49935776
CA,California,2011,Residential,88398416
CA,California,2012,Commercial,121791536
CA,California,2012,Industrial,46951714
CA,California,2012,Residential,90109995
CA,California,2013,Commercial,116857853
CA,California,2013,Industrial,54396999
CA,California,2013,Residential,89241934
CA,California,2014,Commercial,119494062
CA,California,2014,Industrial,52898430
CA,California,2014,Residential,89360680
CA,California,2015,Commercial,118384093
CA,California,2015,Industrial,52562210
CA,California,2015,Residential,89386373
CA,California,2016,Commercial,116774684
CA,California,2016,Industrial,50979124
CA,California,2016,Residential,88311069
CA,California,2017,Commercial,117682380
CA,California,2017,Industrial,48627406
CA,California,2017,Residential,90123505
CA,California,2018,Commercial,115786492
CA,California,2018,Industrial,49587913
CA,California,2018,Residential,89099985
CA,California,2019,Commercial,114279373
CA,California,2019,Industrial,47807729
CA,California,2019,Residential,87523987
CA,California,2020,Commercial,107006347
CA,California,2020,Industrial,47630882
CA,California,2020,Residential,94934563
CA,California,2021,Commercial,108761594
CA,California,2021,Industrial,47583329
CA,California,2021,Residential,90284143
CA,California,2022,Commercial,114141384
CA,California,2022,Industrial,47500423
CA,California,2022,Residential,89542208
CA,California,2023,Commercial,112935566
CA,California,2023,Industrial,42998557
CA,California,2023,Residential,82820898
CA,California,2024,Commercial,115125595
CA,California,2024,Industrial,44025912
CA,California,2024,Residential,85850538
CO,Colorado,1990,Commercial,13553026
CO,Colorado,1990,Industrial,6586859
CO,Colorado,1990,Residential,9787280
CO,Colorado,1991,Commercial,13741501
CO,Colorado,1991,Industrial,6748179
CO,Colorado,1991,Residential,10099387
CO,Colorado,1992,Commercial,13897582
CO,Colorado,1992,Industrial,6848997
CO,Colorado,1992,Residential,10215713
CO,Colorado,1993,Commercial,14422396
CO,Colorado,1993,Industrial,7024007
CO,Colorado,1993,Residential,10655734
CO,Colorado,1994,Commercial,12953194
CO,Colorado,1994,Industrial,9620137
CO,Colorado,1994,Residential,10938748
CO,Colorado,1995,Commercial,13419623
CO,Colorado,1995,Industrial,9706459
CO,Colorado,1995,Residential,11306705
CO,Colorado,1996,Commercial,14239275
CO,Colorado,1996,Industrial,9947015
CO,Colorado,1996,Residential,11870577
CO,Colorado,1997,Commercial,14600180
CO,Colorado,1997,Industrial,10297368
CO,Colorado,1997,Residential,12260908
CO,Colorado,1998,Commercial,15959287
CO,Colorado,1998,Industrial,9998404
CO,Colorado,1998,Residential,12651635
CO,Colorado,1999,Commercial,17006132
CO,Colorado,1999,Industrial,9520928
CO,Colorado,1999,Residential,13130575
CO,Colorado,2000,Commercial,17989134
CO,Colorado,2000,Industrial,9954783
CO,Colorado,2000,Residential,14028934
CO,Colorado,2001,Commercial,17889638
CO,Colorado,2001,Industrial,10918384
CO,Colorado,2001,Residential,14470251
CO,Colorado,2002,Commercial,18438437
CO,Colorado,2002,Industrial,10672226
CO,Colorado,2002,Residential,15424846
CO,Colorado,2003,Commercial,19656729
CO,Colorado,2003,Industrial,11075619
CO,Colorado,2003,Residential,15724839
CO,Colorado,2004,Commercial,19497956
CO,Colorado,2004,Industrial,11675139
CO,Colorado,2004,Residential,15532168
CO,Colorado,2005,Commercial,19845958
CO,Colorado,2005,Industrial,12051510
CO,Colorado,2005,Residential,16436381
CO,Colorado,2006,Commercial,20152638
CO,Colorado,2006,Industrial,12604819
CO,Colorado,2006,Residential,16951534
CO,Colorado,2007,Commercial,20507762
CO,Colorado,2007,Industrial,13112913
CO,Colorado,2007,Residential,17634182
CO,Colorado,2008,Commercial,20550916
CO,Colorado,2008,Industrial,13822482
CO,Colorado,2008,Residential,17720491
CO,Colorado,2009,Commercial,20008463
CO,Colorado,2009,Industrial,13571148
CO,Colorado,2009,Residential,17412630
CO,Colorado,2010,Commercial,19597222
CO,Colorado,2010,Industrial,15171843
CO,Colorado,2010,Residential,18102386
CO,Colorado,2011,Commercial,19889231
CO,Colorado,2011,Industrial,15241814
CO,Colorado,2011,Residential,18276799
CO,Colorado,2012,Commercial,19997226
CO,Colorado,2012,Industrial,15415235
CO,Colorado,2012,Residential,18220365
CO,Colorado,2013,Commercial,20098218
CO,Colorado,2013,Industrial,14752859
CO,Colorado,2013,Residential,18528908
CO,Colorado,2014,Commercial,20129360
CO,Colorado,2014,Industrial,15110188
CO,Colorado,2014,Residential,18092932
CO,Colorado,2015,Commercial,20408085
CO,Colorado,2015,Industrial,15258761
CO,Colorado,2015,Residential,18384936
CO,Colorado,2016,Commercial,20800136
CO,Colorado,2016,Industrial,15103434
CO,Colorado,2016,Residential,18833722
CO,Colorado,2017,Commercial,20640793
CO,Colorado,2017,Industrial,15501238
CO,Colorado,2017,Residential,18615000
CO,Colorado,2018,Commercial,21023300
CO,Colorado,2018,Industrial,16047258
CO,Colorado,2018,Residential,19286952
CO,Colorado,2019,Commercial,21111259
CO,Colorado,2019,Industrial,15891020
CO,Colorado,2019,Residential,19404743
CO,Colorado,2020,Commercial,20042218
CO,Colorado,2020,Industrial,15431465
CO,Colorado,2020,Residential,20482502
CO,Colorado,2021,Commercial,20584470
CO,Colorado,2021,Industrial,15053158
CO,Colorado,2021,Residential,20625005
CO,Colorado,2022,Commercial,21059419
CO,Colorado,2022,Industrial,15018320
CO,Colorado,2022,Residential,20593942
CO,Colorado,2023,Commercial,20697728
CO,Colorado,2023,Industrial,14778848
CO,Colorado,2023,Residential,19999333
CO,Colorado,2024,Commercial,21171639
CO,Colorado,2024,Industrial,14891887
CO,Colorado,2024,Residential,20693690
CT,Connecticut,1990,Commercial,10342476
CT,Connecticut,1990,Industrial,6099933
CT,Connecticut,1990,Residential,10375882
CT,Connecticut,1991,Commercial,10544097
CT,Connecticut,1991,Industrial,5822464
CT,Connecticut,1991,Residential,10440510
CT,Connecticut,1992,Commercial,10484811
CT,Connecticut,1992,Industrial,5779536
CT,Connecticut,1992,Residential,10496045
CT,Connecticut,1993,Commercial,10676841
CT,Connecticut,1993,Industrial,5597348
CT,Connecticut,1993,Residential,10596641
CT,Connecticut,1994,Commercial,10844625
CT,Connecticut,1994,Industrial,5916930
CT,Connecticut,1994,Residential,10898426
CT,Connecticut,1995,Commercial,10926399
CT,Connecticut,1995,Industrial,5913391
CT,Connecticut,1995,Residential,10759880
CT,Connecticut,1996,Commercial,11171958
CT,Connecticut,1996,Industrial,5928241
CT,Connecticut,1996,Residential,10942903
CT,Connecticut,1997,Commercial,11278272
CT,Connecticut,1997,Industrial,5919169
CT,Connecticut,1997,Residential,10858915
CT,Connecticut,1998,Commercial,11683481
CT,Connecticut,1998,Industrial,5837521
CT,Connecticut,1998,Residential,10934821
CT,Connecticut,1999,Commercial,11833601
CT,Connecticut,1999,Industrial,5835522
CT,Connecticut,1999,Residential,11618971
CT,Connecticut,2000,Commercial,11932359
CT,Connecticut,2000,Industrial,5810692
CT,Connecticut,2000,Residential,11645484
CT,Connecticut,2001,Commercial,12442208
CT,Connecticut,2001,Industrial,5572234
CT,Connecticut,2001,Residential,11974617
CT,Connecticut,2002,Commercial,12614039
CT,Connecticut,2002,Industrial,5370339
CT,Connecticut,2002,Residential,12472813
CT,Connecticut,2003,Commercial,13093634
CT,Connecticut,2003,Industrial,5365918
CT,Connecticut,2003,Residential,13178336
CT,Connecticut,2004,Commercial,13454655
CT,Connecticut,2004,Industrial,5358497
CT,Connecticut,2004,Residential,13211390
CT,Connecticut,2005,Commercial,13949347
CT,Connecticut,2005,Industrial,5152936
CT,Connecticut,2005,Residential,13802962
CT,Connecticut,2006,Commercial,13611036
CT,Connecticut,2006,Industrial,4925981
CT,Connecticut,2006,Residential,12963468
CT,Connecticut,2007,Commercial,15126055
CT,Connecticut,2007,Industrial,5433393
CT,Connecticut,2007,Residential,13372090
CT,Connecticut,2008,Commercial,13665139
CT,Connecticut,2008,Industrial,4371278
CT,Connecticut,2008,Residential,12729694
CT,Connecticut,2009,Commercial,13257343
CT,Connecticut,2009,Industrial,3692019
CT,Connecticut,2009,Residential,12578225
CT,Connecticut,2010,Commercial,13427698
CT,Connecticut,2010,Industrial,3712952
CT,Connecticut,2010,Residential,13065275
CT,Connecticut,2011,Commercial,13087010
CT,Connecticut,2011,Industrial,3668217
CT,Connecticut,2011,Residential,12918796
CT,Connecticut,2012,Commercial,12976050
CT,Connecticut,2012,Industrial,3565944
CT,Connecticut,2012,Residential,12757633
CT,Connecticut,2013,Commercial,13009103
CT,Connecticut,2013,Industrial,3490140
CT,Connecticut,2013,Residential,13135451
CT,Connecticut,2014,Commercial,12893531
CT,Connecticut,2014,Industrial,3514798
CT,Connecticut,2014,Residential,12777579
CT,Connecticut,2015,Commercial,12958570
CT,Connecticut,2015,Industrial,3432002
CT,Connecticut,2015,Residential,12892862
CT,Connecticut,2016,Commercial,12701264
CT,Connecticut,2016,Industrial,3370068
CT,Connecticut,2016,Residential,12676983
CT,Connecticut,2017,Commercial,12335414
